users	status	date	clean_log	i
mackiejim	Found it	3/26/2010	The day was a success great fourth run - TFTC	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
mapper2	Found it	3/26/2010	I thank you for a great series of caches, it made for a long day of caching. Your coordinates on almost all your caches were great. Mackiejim and I really appreate all the work you have put into these hides - TFTC	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
hershey1	Found it	3/20/2010	Great day to get out for some fresh air and exercise.TFTH!!!	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
caperbirder	Found it	3/20/2010	Found today. SL	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
DadRick	Found it	3/18/2010	just getting around to logging these now. good work with all the micros. TFTH&TFTC.	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
Bean & Co	Found it	3/18/2010	Bagged from caching today. New Waterford and area were a Christmas Tree full of caches. Just behind Bill and Ketch	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
ardell	Found it	3/18/2010	I think Dad and I had the first to find here. no logs were in place when we found it. oh well. quick find! TFTH. [This entry was edited by ardell on Friday, March 19, 2010 at 7:51:53 PM.]	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
fascache	Found it	3/18/2010	suggest cachers come in Old Sydney Airport Road and back the same way - road is rough - quick find tfth sl	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
Papillon-1	Found it	3/18/2010	Had the very nice pleasure of meeting a new cacher from Glace Bay and congratulations to "Jim" on his very first FTF. I must say the hint did not help but thanks for the nice hide.	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
Ketch2009-&-Nanny	Found it	3/18/2010	2:30 PM My first FTF !!! Thanks for the hunt , signed log Excited Met and had help in the search from Papillon We had a nice chat.	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
cache agent	Publish Listing	3/18/2010	Published	https://www.geocaching.com/geocache/GC250PG_strip-mine-road
ldxn	Found it	5/6/2018	Compass on my iPhone was all over the place here. Neat place	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
THE RED FOX RAIDERS	Found it	4/2/2018	The Red Fox Raiders raided your cache today. Explore the back roads outside of Westville and find a few cache too. Nice sunny day with a cold wind blowing. Cool location and interesting history of the mines here A fav point for the location All is good with the container and log book,dry. SL TFTH and happy caching!	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Kakenestje	Found it	10/15/2017	Finding it wasn’t that hard, but the the walk through the bushes with two dogs was more of a challenge. Beautiful location. The cache container was filled with water, but we could still log.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Riverbugs	Found it	7/4/2016	enjoyed this multi but found no copper found with taylorstransfer tftc	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
taylorstransfer	Found it	7/4/2016	Found with Riverbugs. What a great multi only disappointment was not stumbling across the adit #1. Cords for first waypoint were bang on and cache in good shape. Easy route to final location is from the road. Quick find at GZ. Very cool spot. TFTC.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
hails124	Found it	5/29/2016	creepy story!	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Valleybulls	Found it	10/26/2014	this is the one i really wanted to find,cool spot took some pics thanks another pushkin off my list.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
TangierTwo	Found it	4/26/2014	Beautiful day for geocaching. Our first multi! This cache was very interesting. A place/story we would have never known about otherwise. TFTC Hint: A flashlight would be useful	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
wallabee02	Found it	11/10/2013	wow ; thanks for the great find interesting place to visit... had fun...	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Kitkat02	Found it	11/10/2013	Found it went back today to find the cache, was more prepared and found it. Very cool took some pictures, nice day to be out in the woods. TFTH	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
wallabee02	Didn't find it	11/3/2013	sorry we did not find the cache.. looked for a while...	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Kitkat02	Didn't find it	11/3/2013	Wow quite the area, looked hard but did not find it. Hope we weren't looking for something that wasn't there. But was worth the trip to see the surroundings. Thanks	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Three Girls & A Guy	Found it	4/15/2012	Went back and found the 2nd cache on a beautiful, warm and sunny evening. This time we didn't hike around nearly as much. LOL Thanks for the fun! Left Veterans pin.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Three Girls & A Guy	Needs Maintenance	4/15/2012	First WP needs maintenance. Log destroyed and someone had nicely moved the cache to a safe niche in the side cliff face. Found, noted second WP and replaced under the shattered log. Should be moved for safety as it looks like an animal (bear?) moved the log. On that note, one should approach these locations cautiously and noisely - BF is a hunter and picked up bear sign outside shaft entrances. Thought we knew where this one was located and ended up doing a lot more tough hiking than necessary. Found the open shaft first, didn't realize it was the location of the second WP...sigh...hiked back again. For some reason the second hint did not print and we did not find the second cache. Will go back today, find the log and sign.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
antigocache	Didn't find it	1/26/2012	Our only dnf on the day, did not even make it past the first waypoint actually, I am pretty sure the waypoint container is muggled on this one, however I will place on the watchlist to see if that is in fact the case... Antigocache	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
frogbog	Found it	6/5/2011	An easy find...real neat spot.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
bcdcook	Found it	5/15/2011	I grew up in this area and never new about this site. This was really cool. My daughter and dad came along on this one. Found at 1:30PM	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Anchor and Hold	Found it	5/4/2011	Found with The Bonehead and The Suburban Family, TFTH	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
The Monster Beagles	Found it	11/13/2010	Out with jleecollins, CachingWithBeagles and pnutbeagle for the find 2 paws up for this cache	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
pnutbeagle	Found it	11/13/2010	Out with jleecollins, CachingWithBeagles and The Monster Beagles for the find Great Cache	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
CachingWithBeagles	Found it	11/13/2010	Out with jleecollins, pnutbeagle and The Monster Beagles for the find	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
The Marathon Man	Found it	11/13/2010	Out for the day to find some caches that I haven't found yet and to help CachingWithBeagles set out a few caches. Out with CachingWithBeagles, pnutbeagle and The Monster Beagles for the find. We found the first stage easily and then went for the final. After climbing the hill and back down a couple of time, we finally located the entrance. We then went into the entrance and could not see a thing. My eye finally adjusted enough so I could see the interior better before I got too wet from the dripping roof, estimated where the cache container would be and it was found. Nice multi. This reminds me of a cache in Southern Ontario which was an even more difficult adventure than this one GC1X7FQ - Mining Some Cold Hard Cache Too #4142	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Khoas	Found it	10/20/2010	Wow, neat spot, of course I probably picked the most difficult approach to the final and found I had nothing to sign the log book with when I got there. Will post pictures later to prove the find. TNLN TFTH	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
OUT FOR A STROLL	Found it	10/17/2010	Way to easy for a Pushkin cache! LOL,and a first to find at that.FTF	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Navig8her	Found it	10/17/2010	Headed out to this one on a damp morning with OFAS saying it's rated at a 3/3 so for a Pushkin cache that equals a difficulty of 6. Parked and found first coordinates very easily so then I imagined the next phase to be impossible! Off we headed up the hill. Found the "spot" but then we didn't have the right equipment so OFAS headed back to the car and arrived with the equipment required and we found the cache easily-Mind you I stayed a few meters back in case we encountered the inhabitants that make homes in these kinds of places . No encounters with residents so signed log and said out loud that was too easy for a Pushkin multi. So TFTH and a FTF.	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
Cache-tech	Publish Listing	10/15/2010	Published	https://www.geocaching.com/geocache/GC2GEPB_new-lairg-mine-multi
juniorwoodchuckhuey	Found it	8/25/2019	As usual with caches hidden by this CO, I had an enjoyable outing. I drove a short way in on the road that comes from the NE. When the road got overgrown near a quarry, I parked and walked about 1km to the ATV trail. The trail was pretty good (if you're walking). Coordinates were right on and the cache is in good condition. Thank you for bringing me here!	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
WiFi902	Write note	8/28/2017	In reference to the log from 4ceasons, I didn't mean to imply I had walked down into the mine. I walked through some tall grass to get to the geocache. The tall grass was covering up a depression in the ground that I stepped into. I wasn't expecting the drop and didn't feel overly safe for whatever reason. Well, it's because there are mines around. I was hasty in signing the log and retreated quickly to the trail. I was by myself and it was one of those moments where my feet werent visible and I was unsure of the surroundings. The whole time the mine was visible and I was clear of it. Great spot, enjoyed it very much. Cheers, WiFi902. :D	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
dog-lion	Found it	8/13/2017	Found this one with JaJaKeIa, Hirtle and 4CeasonS found the cache in great shape	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
jajakeiz	Found it	8/13/2017	Out with Dog-Lion, 4CeasonS and Hirtle to tackle some off the trail caches. Was neat getting close to the pit and trying to look in. I wonder what lift was like here almost 120 years ago. The cache is in great shape, thanks for marking the area.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
4CeasonS	Found it	8/13/2017	We found WiFi's log to be misleading. There is NO NEED to go down into the mine hole. The cache is above the rim and follows the hint. While the men went into the depths of the hold, the women and children looked around outside and found the cache out there. TFTC	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
hirtle	Found it	8/13/2017	Made a smiley here today while out with JaJaKeIz (and Dog-Lion) and 4CeasonS for some caching fun. We had quite the adventure here, enjoying the scenery and the interesting history of this location. Oh, there's the trail. LOL. This one took us a few minutes to find as we were exploring the pit/mine. Leona made the find while the rest of us looked elsewhere. Dog-Lion walked away with the best prize . TFTC!	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
WiFi902	Found it	5/25/2017	The mines here are under water and it was difficult to see the shaft openings. The pic from Rellevartns was impressive. While signing this one you are down in a low depression. I hoped that the ground wouldn't let go below me and fortunately it didn't. I'm sure the spot that I stood in was safe but it felt precarious. After signing the log on this one I made my way to some other points of interest before heading back to the truck. I really enjoyed my trip here and I am uploading a couple of pics. TFTC.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
WiFi902	Write note	5/25/2017	Posting a pic for Rellevartns to answer the question about the mystery item in the woods. It's a bus. Pic uploaded. I followed the trail for a bit but saw no buildings or remnants. I saw household items in two dump piles near the bus back on the main trail.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Rellevartns	Found it	4/30/2017	After spending some time looking at the 60’ deep non-flooded Tennycape Manganese Mining Company Western Shaft https://gesner.novascotia.ca/amosearch/singlereport.aspx?ShaftID=TEN-1-002 we picked up the ATV trail shown in the attached Abandoned Mines map and took it eastward towards the cache, only losing it a few times in the heavy overgrowth and downed trees. Saw a big tadpole swimming in the first flooded open cut we encountered on the way to GZ and were very pleased to find super clear water and a great angle of the sun at the second flooded open cut which is the Tennycape Manganese Mining Company Open Cut No.1 https://gesner.novascotia.ca/amosearch/singlereport.aspx?ShaftID=TEN-1-006 So cool to see the spooky mineshaft opening below the water (see photo). Made our way through the juniper bush overgrowth to GZ and saw the flooded shaft nearby, but it was shaded from the sun and not as impressive as the pond. Cached was found with bang on coords and in great shape. Signed log. Completely forgot about checking out an item of interest on the satellite at N 45 15.221 W 063 53.659 that we suspect might be one of the collapsed buildings shown in the Abandoned Mines Nova Scotia video. Dang. We spent most of our hike back to the car talking about the history of the murder, and trying to envision life in East Hants at the turn of the 20th century. A favourite point heading your way once I earn another one to use. TFTC	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Riverbugs	Found it	12/21/2016	found with taylorstransfer one of the easiest pushkin,s caches to date hint and co-ord bang on plus grreat spot to explore tftc	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
taylorstransfer	Found it	12/21/2016	Out with Riverbugs on the first day of winter caching in the rain. Two of the easiest Pushkin's we've done. The hardest part was making it up the icy, rutted road. Made the short hike here from Peddlers Tunnel and made the quick find again as cords and hint were bang on. For some reason Riverbugs didn't want to explore this one either. Interesting area. TFTC	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
kevywevs	Write note	8/16/2016	For those who may be interested, we have produced a video of the Peddlar's Tunnel / Tennycape Mine area, complete with underground explore of Peddlar's Tunnel (so you don't have to). We'll show you the ponded open cuts still found at the old site, with the spooky flooded shafts that go down into the earth. Peddlar's Tunnel is nearly plugged, but we managed to squeeze our smallest explorer into the abandoned mine to shoot the underground video. Mine Map shown in the video, along with the GPS co-ordinates in the final credits, if you need them. ADDED FEATURE: There is a 6-storey deep inclined shaft about 300-400 feet north (atop the hill) from Peddlar's Tunnel. Completely open, and not flooded. Lots of orange flagging tape there. BE CAREFUL - do NOT try to go into it without proper rope/rigging ! https://www.youtube.com/watch?v=tViP2om3u1c	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
3-Bearss	Found it	4/29/2016	We pawed your geocache today while out for a drive. TFTH After a bit of research, we discovered they mined for the mineral Pyrolusite here (an ore of manganese).	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Slickmoe84	Found it	10/14/2012	Found on a nice hike with Falach Feed and Tulach Ard	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Falach-fead	Found it	10/14/2012	Found the mine today with Tulach Ard and Slickmoe84. Included track log image that shows our bushwack into Peddler's Tunnel from the road and then up to waypoint A which is at the trail that leads all the way to the cache. The trail was over grown in one location and we headed north and ended up trekking around several very large sink holes and two that held very clear ponds, even saw some small fish in one of them. Much easier to stay on the trail as we found out on the way back but we would have missed the scenic ponds. Slickmoe84 found the cache right on at the GZ. Another awesome caching and hiking adventure, TFTH.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Tulach Ard	Found it	10/14/2012	Out with Slick Moe 84 and Falach-fead. Ponds near by were very clear. TFTC	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
MineRP	Found it	5/23/2011	Heading back home to Cape Breton after a few days in HRM. Thought to make a run towards Walton and pick up a lot of new caches along the way. Love to go exploring, new roads to travel, new pot holes to hit. Thanks for the Hunt. Signed Log For Credit. Only two DNF's along the way. Find 55 of 57 on the day. Had to quit early, shame, could have had a better day. What did they mine here ? Was it barite ? Was a much easier find, wonder why ? Some very interesting hole/shaft, many water filled.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
kjackinhfx	Found it	5/22/2011	I say found it, as I found the site, not the cache; however, after climbing the hill on foot from the cemetary on Highway #215 in and bushwhacking around in a circle through swampy terrain it was getting late and bloody so checked this one off, as I am not sure if I will rush back in the near future. I have some friends in the area so I will check out the history, etc. more first. P.S. As with Peddler's Tunnel, highly recommend leaving the main dirt road by the brook / swamp and hiking in on the side towards Walton. Trust me.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
Beaver Pelt	Found it	5/19/2011	In the area today doing the Walton Rd seris and saw these ones on my gps... Since I always enjoy your locals,I was eager to look for this one.. Another great spot to discover. Took a little searching but found it after about 10 mins... Coords were bang on as was the description.. Txs for the fun and history lesson. By the way.. That hole looks really deep.	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
lcaching	Found it	5/19/2011	Found Today FTF! Found the nearby tunnel and headed over to find this one. A neat spot but be careful if you have your dog because could be dangerous. I would recomend a Truck or Old Car to get you close the cache. Lots of fun TFTC	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
cache agent	Publish Listing	5/12/2011	Published	https://www.geocaching.com/geocache/GC2W0NG_tennecape-mine
cogsweba	Found it	8/21/2018	Driving through the Wentworth Valley today to see some waterfalls and workings of several abandoned mines. Found eleven caches in total along the way. I walked right up to the opening without noticing it, it seems so out of place! Great little find. TFTC!	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Mega Cache	Found it	5/18/2018	Wow, another Pushkin on this trip....coords bang on and everything was good. Visited 3-4 other Pushkin locations this morning but they were inaccessible to my old body lol...but the visits to those locations and the views were worth the trip....amazing spots....many thanks to CO for these....awesome!!!!!	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Rovertrophies	Found it	4/16/2017	A really nice walk in. A little snow at the mine entrance, but the cache was discoverable. Thanks for the find.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
KD_cachers	Found it	8/16/2016	Its been a while since I tried a pushkin cache and the was a nice easy one. The road is good, l had no problem driving to within 200m of the cache. It was easy walking across the clearcut and the cache was easy to find. Thanks for the cache.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
mackaytj	Found it	5/21/2016	Found it, just when we were about to give up!	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
taylorstransfer	Write note	5/11/2016	Back in the area today with Riverbugs so decided to replace this one as old cache was cracked and quite foul smelling. Replaced with same container as original and rehid in the same spot. Left replacement log as original log is still quite wet. Should be good to go for next cacher.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Riverbugs	Found it	4/28/2016	another great spot container in rough shape fixed up as best we could tftc	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
taylorstransfer	Found it	4/28/2016	Quick find with Riverbugs(almost a park and grab).Parked 190m from cache and had a nice walk through moss covered forest to mine adit. Cache was right where hint said it was. Unfortunately it had a tough winter with a large hole and crack in the lid. Cache was 3/4 full with some very stagnant water. Cleaned out and repaired as best we could. Left new container and log in cache as well as original log. Would have loved to explore tunnel but not sure if I'd fit. The video of inside is awesome. Thanks once again for bringing us to a very cool spot.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
kevywevs	Write note	10/4/2015	Nova Scotia MineHunters visited this site, and have provided a video explore of this mine's underground workings, on YouTube. Now you can see everything that's under there, without having to crawl in there. http://www.youtube.com/watch?v=WWNmU2_9nNE	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
roo2d2	Found it	5/16/2015	Found it on this beautiful day with geonosam...we left our pen at the last geocache so we didn't sign the log...took trackable... Was worried after seeing all the clear cutting cache wouldn't be there, or it would be difficult but we got it :) TFTC	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
geonosam	Found it	5/16/2015	TFTC	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
triple ccc	Found it	9/2/2013	Seriously nasty hide here found on our 1000 cache day.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Valleybulls	Found it	8/24/2013	was a nice afternoon for a drive and a little hike to this cache was on my list to do ,found it easy enough ,nice hole in ground thanks	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Gulliver's Travels	Found it	5/31/2013	Wife,I and our Labrador Heidi found your cache today! Really nice warm day,Heidi enjoyed the brook. Certainly was well hidden but we found it. TFTC TNLN SL	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Beaver Pelt	Found it	7/10/2012	Quick little find...Well hidden. Nice little hole in the ground. Txs	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
Boeing73c	Found it	9/15/2011	Last one for the day, enjoyed the visit . Had to use my GPS to get out as well as get in. The TB was taken on Aug 5th but according to the Logs but the finder has yet to Delete it from the slackbrook inventory. This gets a favorite from me and the Mrs.	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
georginam	Found it	8/5/2011	found this one while camping with family took travel bug	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
leftyleeman	Found it	8/5/2011	Nice little hike with the kids' TNLN	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
suzukin	Write note	5/27/2011	dropped cachekinz	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
suzukin	Found it	5/27/2011	F.T.F this evening. Ice cold air coming out of the cavern...forgot the flashlight to view inside though...left a Cachekinz. TFTC!	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
cache agent	Publish Listing	5/27/2011	Published	https://www.geocaching.com/geocache/GC2WVXE_slack-brook-mine
MilanB93	Found it	9/12/2019	What a cool spot to hide a cache! I’m curious how someone ever found this place the first time. I crawled in the mine entrance and looked around. Unfortunately no cache anymore. I’m afraid it got broken. A half dissolved logbook was on the ground. Needs some maintainable, but still an awesome place to visit if you’re close by.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
sassyomalley	Write note	7/23/2019	Tried to attempt this cache, but discovered I am slightly claustrophobic. It is an AWESOME spot. 😃	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
umptress	Found it	7/10/2019	Found a very wet log book and a little Bug from the catchers the Riverbugs but no container. There was quite a bit of water where I believe the cache should have been. That being said we had a blast in the cave and are giving this a favourite!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
WiFi902	Found it	10/15/2018	Excellent location. Pretty awesome cave. Quick and easy to explore the entire location. Signed the new log. FP. SL with red sharpie. TFTC!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Valleybulls	Found it	8/21/2018	Last cache of the day,but it was the best one.Took some pics and found your cache love old mines and caves thanks.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
OhioRider	Found it	8/7/2018	Heading home an extraordinary geocaching adventure that took me from Shelburne Co to Meat Cove to Sherbrooke and many other places along the way. Teamed up with Lynx Humble for the long weekend SL TFTC I am normally very claustrophobic since getting stuck in a cave in Hawaii but after reading the logs and making sure that I was really ready, I went for it. Nice cache area! I replaced the log and bag with rite in the rain and retrieved the tb which is so rusty I almost tossed it, thinking it was garage. This one was my last cache needed for my Nova Scotia backroads challenge.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
sidjoloo	Found it	5/30/2018	Thank god there's flashlights on phones now...TFTC (needs some TLC)	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
DavetecsGirl	Needs Maintenance	9/29/2017	This geocacher reported that there is a problem with this cache.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
DavetecsGirl	Write note	9/29/2017	The CACHE is very very wt	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
DavetecsGirl	Found it	9/29/2017	Greetings from Bermuda Davtec and I are travelling around the Maritimes, and picking up caches along the way.. Thanks for putting out this cache for us to find. Davtec did this one for the team, as I wasn't going in there....... Cache was very very wet TFTC	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Riverbugs	Found it	6/25/2017	picked this one up with Cachercook on way thru to taylor head park found no gold today	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
7HEARTS	Found it	9/30/2016	A great cache. Thank you for bringing us here and for showing us this interesting place and for the adventure. Thats a cache why we love Geocaching. We'll adding a favorite point. Greetings from Switzerland. 7HEARTS	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Blynnifer	Found it	9/30/2016	Tftc... Log soaked didnt bring new one in.... Dropped bug.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
taylorstransfer	Found it	6/25/2016	Fantastic spot and easy to get to. Bit cramped at first but lots of room once you're inside the adit. Was worried cache might be missing as it looks like a teen party spot. Even trash inside the cave. Found right where the hint said. Cache was a bit damp but in good shape. A good light definitely helped. Thanks for another cache in an amazing spot.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
scout sees scotia	Found it	6/24/2016	Figured with the fire ban and all, the cave would be nice and dry for a second attempt! Love love love this spot!!! TFTF	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Ronaghans6	Found it	6/21/2016	BEST TO DATE!! We were a little scared to go inside but once we did, wow it was awesome. Thanks so much.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Break-A-Way (BAW)	Found it	4/22/2016	Das ging schnell. Gut gesunden auf der Durchfahrt. TFTC BAW	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
scout sees scotia	Write note	4/5/2016	What an awesome spot! Didn't get very far, the water looked over a foot deep. I'll be back with taller boots ☺️ At least with that much water I wasn't looking for bears!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
BesideStillWaters	Write note	2/27/2016	Recent rainfall and Spring conditions left the footing quite under water. This is definitely not a DNF. Will try again when it dries out. May have been okay with tall rubber boots.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
hirtle	Found it	1/3/2015	Out for a drive with most of the family, this was one of our finds. What an awesome spot! I managed to get in for the hide, then came out and told emerald98 how cool this place was.....so back in I went with her behind me. One of my favorite Pushkin hides.....a favorite point for sure! Thanks for bringing us here.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Mathieu de l'Acadie	Found it	10/13/2014	Wow! Found with dndfireman. Great cache. Merci!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
DND.Fireman	Found it	10/13/2014	Found it with MathieuNS on our road trip. That was awesome !!! TFTC	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Pappy90 & Dyelo	Found it	10/2/2014	This will be our last cache for the day as we need to get to our B&B in Halifax. This vacation had been great but sorry for the late logging. TFTH Pushkin	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Kipawo	Found it	8/23/2014	An absolutely amazing GC! Most memorable by far! TFTC!!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
antigocache	Found it	8/1/2014	Out for a caching tour today in the Sheet Harbour area, this was one of our finds... My caching partner needed me to get in there first before he got up the nerve haha, once in, had only the use of the iphone lights, but it was enough to make the find. Easy fav point here for a memorable caching experience! antigocache, tfth	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
CacherCook	Found it	8/1/2014	Wow. Got in. Got it. But cache is on right not left.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
treesa13	Found it	7/26/2014	This cache is awesome! I was scared to go in but when the 6 year old went in, I figured I better be brave too! Thanks so much, gets a favorite from me!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Fraser56	Found it	7/12/2014	Found with orourked and Flasjam. Thank you.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
orourked	Found it	7/12/2014	Found with Fraser56 and Flashjam today, thanks! The cache and log were soaked so FJ replaced the log, Fraser56 and I moved it to a higher shelf/hole so it would be off the ground, still easy to find once you are in the cave, just may stay a bit dryer where it is now. TSCA	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Flashjam	Found it	7/12/2014	Made this find with orourked and Fraser56 What a neat spot so glad mousey1 told me about it when we spoke last night and I told her we were going caching at Taylor Head today. We dumped gelled water out if the cache the log book was soaked so we added a new one in a zip lock bag and I put a glowstick in too. Another Pushkins cache done TFTC	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Jonathan_Hubley	Found it	11/11/2013	This was an interesting one, the log was to wet to sign. The bats added a nice extra touch :p	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
Jonathan_Hubley	Didn't find it	11/10/2013	Was at the opening, ddidnt venture in today tho, going to tackle this one tomorrow	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
ECO Hansel & Gretel	Found it	6/29/2013	EcoHanselAndGretel.com. ...we just found another bread crumb! Now this is truly a fun way to find a cache! A flashlight or bright light source is needed...along with some bravery! One of the best locations we have seen thus far!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
leftyleeman	Found it	6/15/2013	The kids didn't want to go in and get it until Fern lead the way. Nice hide, the kids all loved it.	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
THE RED FOX RAIDERS	Found it	5/26/2013	The Red Fox Raiders raided your cache today. In the Sheet Harbour area for a little caching. Easy find at GZ,nice location and dark too! SL TFTH and happy caching!	https://www.geocaching.com/geocache/GC2WVYE_sheet-harbour-mine
