county.y,WNS_MAP_YR,n.touching,n.inf,n.sus,n.abs,prop
La Crosse-Wisconsin,2012-13,4,0,0,4,0
La Crosse-Wisconsin,2013-14,4,0,0,4,0
La Crosse-Wisconsin,2014-15,4,0,0,4,0
La Crosse-Wisconsin,2015-16,4,0,0,4,0
La Crosse-Wisconsin,2016-17,5,2,2,1,0.00364963503649635
La Crosse-Wisconsin,2017-18,4,1,0,3,0.00182481751824818
La Crosse-Wisconsin,2018-19,4,0,0,4,0
La Jacques-Cartier (Part 1 Of)-Quebec,2006-07,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2007-08,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2008-09,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2009-10,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2010-11,2,0,2,0,0
La Jacques-Cartier (Part 1 Of)-Quebec,2011-12,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2012-13,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2013-14,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2014-15,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2015-16,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2016-17,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2017-18,1,0,0,1,0
La Jacques-Cartier (Part 1 Of)-Quebec,2018-19,1,0,0,1,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2006-07,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2007-08,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2008-09,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2009-10,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2010-11,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2011-12,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2012-13,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2013-14,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2014-15,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2015-16,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2016-17,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2017-18,0,0,0,0,0
La Vallee-De-L'Or (Part 1 Of)-Quebec,2018-19,0,0,0,0,0
Lac-Saint-Jean-Est-Quebec,2006-07,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2007-08,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2008-09,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2009-10,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2010-11,2,0,2,0,0
Lac-Saint-Jean-Est-Quebec,2011-12,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2012-13,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2013-14,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2014-15,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2015-16,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2016-17,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2017-18,1,0,0,1,0
Lac-Saint-Jean-Est-Quebec,2018-19,1,0,0,1,0
Lackawanna-Pennsylvania,2006-07,2,0,0,2,0
Lackawanna-Pennsylvania,2007-08,2,0,0,2,0
Lackawanna-Pennsylvania,2008-09,2,1,0,1,0.00182481751824818
Lackawanna-Pennsylvania,2009-10,2,1,0,1,0.00182481751824818
Lackawanna-Pennsylvania,2010-11,2,0,0,2,0
Lackawanna-Pennsylvania,2011-12,2,0,0,2,0
Lackawanna-Pennsylvania,2012-13,2,0,0,2,0
Lackawanna-Pennsylvania,2013-14,2,0,0,2,0
Lackawanna-Pennsylvania,2014-15,2,0,0,2,0
Lackawanna-Pennsylvania,2015-16,2,0,0,2,0
Lackawanna-Pennsylvania,2016-17,2,0,0,2,0
Lackawanna-Pennsylvania,2017-18,2,0,0,2,0
Lackawanna-Pennsylvania,2018-19,2,0,0,2,0
Laclede-Missouri,2006-07,5,0,0,5,0
Laclede-Missouri,2007-08,5,0,0,5,0
Laclede-Missouri,2008-09,5,0,0,5,0
Laclede-Missouri,2009-10,5,0,0,5,0
Laclede-Missouri,2010-11,5,0,0,5,0
Laclede-Missouri,2011-12,5,0,0,5,0
Laclede-Missouri,2012-13,5,0,0,5,0
Laclede-Missouri,2013-14,6,2,2,2,0.00364963503649635
Laclede-Missouri,2014-15,7,0,4,3,0
Laclede-Missouri,2015-16,5,0,0,5,0
Laclede-Missouri,2016-17,5,0,0,5,0
Laclede-Missouri,2017-18,5,0,0,5,0
Laclede-Missouri,2018-19,5,0,0,5,0
Lafayette-Wisconsin,2006-07,4,0,0,4,0
Lafayette-Wisconsin,2007-08,4,0,0,4,0
Lafayette-Wisconsin,2008-09,4,0,0,4,0
Lafayette-Wisconsin,2009-10,4,0,0,4,0
Lafayette-Wisconsin,2010-11,4,0,0,4,0
Lafayette-Wisconsin,2011-12,4,0,0,4,0
Lafayette-Wisconsin,2012-13,4,0,0,4,0
Lafayette-Wisconsin,2013-14,4,1,0,3,0.00182481751824818
Lafayette-Wisconsin,2014-15,4,0,0,4,0
Lafayette-Wisconsin,2015-16,4,3,0,1,0.00547445255474453
Lafayette-Wisconsin,2016-17,4,0,0,4,0
Lafayette-Wisconsin,2017-18,4,0,0,4,0
Lafayette-Wisconsin,2018-19,4,0,0,4,0
Lake-Michigan,2006-07,1,0,0,1,0
Lake-Michigan,2007-08,1,0,0,1,0
Lake-Michigan,2008-09,1,0,0,1,0
Lake-Michigan,2009-10,1,0,0,1,0
Lake-Michigan,2010-11,1,0,0,1,0
Lake-Michigan,2011-12,1,0,0,1,0
Lake-Michigan,2012-13,1,0,0,1,0
Lake-Michigan,2013-14,1,0,0,1,0
Lake-Michigan,2014-15,1,1,0,0,0.00182481751824818
Lake-Michigan,2015-16,1,0,0,1,0
Lake-Michigan,2016-17,1,0,0,1,0
Lake-Michigan,2017-18,1,0,0,1,0
Lake-Michigan,2018-19,1,0,0,1,0
Lake-Minnesota,2006-07,2,0,0,2,0
Lake-Minnesota,2007-08,2,0,0,2,0
Lake-Minnesota,2008-09,2,0,0,2,0
Lake-Minnesota,2009-10,2,0,0,2,0
Lake-Minnesota,2010-11,2,0,0,2,0
Lake-Minnesota,2011-12,2,0,0,2,0
Lake-Minnesota,2012-13,2,0,0,2,0
Lake-Minnesota,2013-14,2,0,0,2,0
Lake-Minnesota,2014-15,2,1,0,1,0.00182481751824818
Lake-Minnesota,2015-16,2,1,0,1,0.00182481751824818
Lake-Minnesota,2016-17,2,0,0,2,0
Lake-Minnesota,2017-18,2,0,0,2,0
Lake-Minnesota,2018-19,2,0,0,2,0
Lamoille-Vermont,2006-07,1,0,0,1,0
Lamoille-Vermont,2007-08,1,0,0,1,0
Lamoille-Vermont,2008-09,1,1,0,0,0.00182481751824818
Lamoille-Vermont,2009-10,1,0,0,1,0
Lamoille-Vermont,2010-11,1,0,0,1,0
Lamoille-Vermont,2011-12,1,0,0,1,0
Lamoille-Vermont,2012-13,1,0,0,1,0
Lamoille-Vermont,2013-14,1,0,0,1,0
Lamoille-Vermont,2014-15,1,0,0,1,0
Lamoille-Vermont,2015-16,1,0,0,1,0
Lamoille-Vermont,2016-17,1,0,0,1,0
Lamoille-Vermont,2017-18,1,0,0,1,0
Lamoille-Vermont,2018-19,1,0,0,1,0
Lancaster-Nebraska,2006-07,1,0,0,1,0
Lancaster-Nebraska,2007-08,1,0,0,1,0
Lancaster-Nebraska,2008-09,1,0,0,1,0
Lancaster-Nebraska,2009-10,1,0,0,1,0
Lancaster-Nebraska,2010-11,1,0,0,1,0
Lancaster-Nebraska,2011-12,1,0,0,1,0
Lancaster-Nebraska,2012-13,1,0,0,1,0
Lancaster-Nebraska,2013-14,1,0,0,1,0
Lancaster-Nebraska,2014-15,1,0,0,1,0
Lancaster-Nebraska,2015-16,1,0,0,1,0
Lancaster-Nebraska,2016-17,1,1,0,0,0.00182481751824818
Lancaster-Nebraska,2017-18,1,0,0,1,0
Lancaster-Nebraska,2018-19,1,0,0,1,0
Lancaster-South Carolina,2006-07,1,0,0,1,0
Lancaster-South Carolina,2007-08,1,0,0,1,0
Lancaster-South Carolina,2008-09,1,0,0,1,0
Lancaster-South Carolina,2009-10,1,0,0,1,0
Lancaster-South Carolina,2010-11,1,0,0,1,0
Lancaster-South Carolina,2011-12,1,0,0,1,0
Lancaster-South Carolina,2012-13,1,0,0,1,0
Lancaster-South Carolina,2013-14,1,0,0,1,0
Lancaster-South Carolina,2014-15,1,0,0,1,0
Lancaster-South Carolina,2015-16,1,0,0,1,0
Lancaster-South Carolina,2016-17,1,0,0,1,0
Lancaster-South Carolina,2017-18,2,0,2,0,0
Lancaster-South Carolina,2018-19,1,0,0,1,0
LaSalle-Illinois,2006-07,0,0,0,0,0
LaSalle-Illinois,2007-08,0,0,0,0,0
LaSalle-Illinois,2008-09,0,0,0,0,0
LaSalle-Illinois,2009-10,0,0,0,0,0
LaSalle-Illinois,2010-11,0,0,0,0,0
LaSalle-Illinois,2011-12,0,0,0,0,0
LaSalle-Illinois,2012-13,0,0,0,0,0
LaSalle-Illinois,2013-14,0,0,0,0,0
LaSalle-Illinois,2014-15,0,0,0,0,0
LaSalle-Illinois,2015-16,0,0,0,0,0
LaSalle-Illinois,2016-17,0,0,0,0,0
LaSalle-Illinois,2017-18,0,0,0,0,0
LaSalle-Illinois,2018-19,0,0,0,0,0
Lauderdale-Alabama,2006-07,6,0,0,6,0
Lauderdale-Alabama,2007-08,6,0,0,6,0
Lauderdale-Alabama,2008-09,6,0,0,6,0
Lauderdale-Alabama,2009-10,6,0,0,6,0
Lauderdale-Alabama,2010-11,6,0,0,6,0
Lauderdale-Alabama,2011-12,6,0,0,6,0
Lauderdale-Alabama,2012-13,6,1,0,5,0.00182481751824818
Lauderdale-Alabama,2013-14,6,2,0,4,0.00364963503649635
Lauderdale-Alabama,2014-15,7,2,2,3,0.00364963503649635
Lauderdale-Alabama,2015-16,6,0,0,6,0
Lauderdale-Alabama,2016-17,6,0,0,6,0
Lauderdale-Alabama,2017-18,6,0,0,6,0
Lauderdale-Alabama,2018-19,6,0,0,6,0
Laurens-South Carolina,2006-07,3,0,0,3,0
Laurens-South Carolina,2007-08,3,0,0,3,0
Laurens-South Carolina,2008-09,3,0,0,3,0
Laurens-South Carolina,2009-10,3,0,0,3,0
Laurens-South Carolina,2010-11,3,0,0,3,0
Laurens-South Carolina,2011-12,3,0,0,3,0
Laurens-South Carolina,2012-13,3,0,0,3,0
Laurens-South Carolina,2013-14,3,0,0,3,0
Laurens-South Carolina,2014-15,3,0,0,3,0
Laurens-South Carolina,2015-16,3,0,0,3,0
Laurens-South Carolina,2016-17,5,0,4,1,0
Laurens-South Carolina,2017-18,4,0,2,2,0
Laurens-South Carolina,2018-19,3,0,0,3,0
Lawrence-Alabama,2006-07,5,0,0,5,0
Lawrence-Alabama,2007-08,5,0,0,5,0
Lawrence-Alabama,2008-09,5,0,0,5,0
Lawrence-Alabama,2009-10,5,0,0,5,0
Lawrence-Alabama,2010-11,5,0,0,5,0
Lawrence-Alabama,2011-12,6,0,2,4,0
Lawrence-Alabama,2012-13,5,0,0,5,0
Lawrence-Alabama,2013-14,5,1,0,4,0.00182481751824818
Lawrence-Alabama,2014-15,6,1,2,3,0.00182481751824818
Lawrence-Alabama,2015-16,5,1,0,4,0.00182481751824818
Lawrence-Alabama,2016-17,5,0,0,5,0
Lawrence-Alabama,2017-18,5,0,0,5,0
Lawrence-Alabama,2018-19,5,0,0,5,0
Lawrence-Indiana,2006-07,5,0,0,5,0
Lawrence-Indiana,2007-08,5,0,0,5,0
Lawrence-Indiana,2008-09,5,0,0,5,0
Lawrence-Indiana,2009-10,5,0,0,5,0
Lawrence-Indiana,2010-11,5,2,0,3,0.00364963503649635
Lawrence-Indiana,2011-12,5,3,0,2,0.00547445255474453
Lawrence-Indiana,2012-13,5,0,0,5,0
Lawrence-Indiana,2013-14,5,0,0,5,0
Lawrence-Indiana,2014-15,5,0,0,5,0
Lawrence-Indiana,2015-16,5,0,0,5,0
Lawrence-Indiana,2016-17,5,0,0,5,0
Lawrence-Indiana,2017-18,5,0,0,5,0
Lawrence-Indiana,2018-19,5,0,0,5,0
Lawrence-Ohio,2006-07,1,0,0,1,0
Lawrence-Ohio,2007-08,1,0,0,1,0
Lawrence-Ohio,2008-09,1,0,0,1,0
Lawrence-Ohio,2009-10,1,0,0,1,0
Lawrence-Ohio,2010-11,1,0,0,1,0
Lawrence-Ohio,2011-12,1,0,0,1,0
Lawrence-Ohio,2012-13,2,0,2,0,0
Lawrence-Ohio,2013-14,1,0,0,1,0
Lawrence-Ohio,2014-15,1,0,0,1,0
Lawrence-Ohio,2015-16,1,0,0,1,0
Lawrence-Ohio,2016-17,1,0,0,1,0
Lawrence-Ohio,2017-18,1,0,0,1,0
Lawrence-Ohio,2018-19,1,0,0,1,0
Lawrence-Pennsylvania,2006-07,2,0,0,2,0
Lawrence-Pennsylvania,2007-08,2,0,0,2,0
Lawrence-Pennsylvania,2008-09,2,0,0,2,0
Lawrence-Pennsylvania,2009-10,2,0,0,2,0
Lawrence-Pennsylvania,2010-11,2,0,0,2,0
Lawrence-Pennsylvania,2011-12,2,2,0,0,0.00364963503649635
Lawrence-Pennsylvania,2012-13,2,0,0,2,0
Lawrence-Pennsylvania,2013-14,2,0,0,2,0
Lawrence-Pennsylvania,2014-15,2,0,0,2,0
Lawrence-Pennsylvania,2015-16,2,0,0,2,0
Lawrence-Pennsylvania,2016-17,2,0,0,2,0
Lawrence-Pennsylvania,2017-18,2,0,0,2,0
Lawrence-Pennsylvania,2018-19,2,0,0,2,0
Lawrence-Tennessee,2006-07,5,0,0,5,0
Lawrence-Tennessee,2007-08,5,0,0,5,0
Lawrence-Tennessee,2008-09,5,0,0,5,0
Lawrence-Tennessee,2009-10,5,0,0,5,0
Lawrence-Tennessee,2010-11,5,0,0,5,0
Lawrence-Tennessee,2011-12,6,0,2,4,0
Lawrence-Tennessee,2012-13,5,1,0,4,0.00182481751824818
Lawrence-Tennessee,2013-14,5,2,0,3,0.00364963503649635
Lawrence-Tennessee,2014-15,5,1,0,4,0.00182481751824818
Lawrence-Tennessee,2015-16,5,0,0,5,0
Lawrence-Tennessee,2016-17,5,0,0,5,0
Lawrence-Tennessee,2017-18,5,0,0,5,0
Lawrence-Tennessee,2018-19,5,0,0,5,0
Le Flore-Oklahoma,2006-07,2,0,0,2,0
Le Flore-Oklahoma,2007-08,2,0,0,2,0
Le Flore-Oklahoma,2008-09,2,0,0,2,0
Le Flore-Oklahoma,2009-10,2,0,0,2,0
Le Flore-Oklahoma,2010-11,2,0,0,2,0
Le Flore-Oklahoma,2011-12,2,0,0,2,0
Le Flore-Oklahoma,2012-13,2,0,0,2,0
Le Flore-Oklahoma,2013-14,2,0,0,2,0
Le Flore-Oklahoma,2014-15,3,0,2,1,0
Le Flore-Oklahoma,2015-16,2,0,0,2,0
Le Flore-Oklahoma,2016-17,3,0,2,1,0
Le Flore-Oklahoma,2017-18,2,0,0,2,0
Le Flore-Oklahoma,2018-19,2,0,0,2,0
Le Granit-Quebec,2006-07,3,0,0,3,0
Le Granit-Quebec,2007-08,3,0,0,3,0
Le Granit-Quebec,2008-09,3,0,0,3,0
Le Granit-Quebec,2009-10,3,1,0,2,0.00182481751824818
Le Granit-Quebec,2010-11,3,1,0,2,0.00182481751824818
Le Granit-Quebec,2011-12,4,0,2,2,0
Le Granit-Quebec,2012-13,3,0,0,3,0
Le Granit-Quebec,2013-14,3,0,0,3,0
Le Granit-Quebec,2014-15,3,0,0,3,0
Le Granit-Quebec,2015-16,3,0,0,3,0
Le Granit-Quebec,2016-17,3,0,0,3,0
Le Granit-Quebec,2017-18,3,0,0,3,0
Le Granit-Quebec,2018-19,3,0,0,3,0
Le Haut-Saint-François-Quebec,2006-07,2,0,0,2,0
Le Haut-Saint-François-Quebec,2007-08,2,0,0,2,0
Le Haut-Saint-François-Quebec,2008-09,2,0,0,2,0
Le Haut-Saint-François-Quebec,2009-10,2,1,0,1,0.00182481751824818
Le Haut-Saint-François-Quebec,2010-11,2,1,0,1,0.00182481751824818
Le Haut-Saint-François-Quebec,2011-12,2,0,0,2,0
Le Haut-Saint-François-Quebec,2012-13,2,0,0,2,0
Le Haut-Saint-François-Quebec,2013-14,2,0,0,2,0
Le Haut-Saint-François-Quebec,2014-15,2,0,0,2,0
Le Haut-Saint-François-Quebec,2015-16,2,0,0,2,0
Le Haut-Saint-François-Quebec,2016-17,2,0,0,2,0
Le Haut-Saint-François-Quebec,2017-18,2,0,0,2,0
Le Haut-Saint-François-Quebec,2018-19,2,0,0,2,0
Le Haut-Saint-Laurent-Québec,2006-07,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2007-08,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2008-09,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2009-10,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2010-11,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2011-12,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2012-13,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2013-14,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2014-15,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2015-16,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2016-17,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2017-18,0,0,0,0,0
Le Haut-Saint-Laurent-Québec,2018-19,0,0,0,0,0
Lee-Kentucky,2006-07,2,0,0,2,0
Lee-Kentucky,2007-08,2,0,0,2,0
Lee-Kentucky,2008-09,2,0,0,2,0
Lee-Kentucky,2009-10,2,0,0,2,0
Lee-Kentucky,2010-11,2,0,0,2,0
Lee-Kentucky,2011-12,2,0,0,2,0
Lee-Kentucky,2012-13,2,1,0,1,0.00182481751824818
Lee-Kentucky,2013-14,3,0,2,1,0
Lee-Kentucky,2014-15,2,0,0,2,0
Lee-Kentucky,2015-16,2,0,0,2,0
Lee-Kentucky,2016-17,2,0,0,2,0
Lee-Kentucky,2017-18,2,0,0,2,0
Lee-Kentucky,2018-19,2,0,0,2,0
Lee-Virginia,2006-07,5,0,0,5,0
Lee-Virginia,2007-08,5,0,0,5,0
Lee-Virginia,2008-09,5,0,0,5,0
Lee-Virginia,2009-10,5,0,0,5,0
Lee-Virginia,2010-11,5,1,0,4,0.00182481751824818
Lee-Virginia,2011-12,5,2,0,3,0.00364963503649635
Lee-Virginia,2012-13,5,2,0,3,0.00364963503649635
Lee-Virginia,2013-14,5,0,0,5,0
Lee-Virginia,2014-15,5,0,0,5,0
Lee-Virginia,2015-16,5,0,0,5,0
Lee-Virginia,2016-17,5,0,0,5,0
Lee-Virginia,2017-18,5,0,0,5,0
Lee-Virginia,2018-19,5,0,0,5,0
Les Collines-De-L'Outaouais-Quebec,2006-07,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2007-08,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2008-09,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2009-10,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2010-11,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2011-12,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2012-13,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2013-14,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2014-15,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2015-16,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2016-17,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2017-18,0,0,0,0,0
Les Collines-De-L'Outaouais-Quebec,2018-19,0,0,0,0,0
Les Laurentides-Quebec,2006-07,1,0,0,1,0
Les Laurentides-Quebec,2007-08,1,0,0,1,0
Les Laurentides-Quebec,2008-09,1,0,0,1,0
Les Laurentides-Quebec,2009-10,1,0,0,1,0
Les Laurentides-Quebec,2010-11,1,0,0,1,0
Les Laurentides-Quebec,2011-12,1,0,0,1,0
Les Laurentides-Quebec,2012-13,1,0,0,1,0
Les Laurentides-Quebec,2013-14,1,0,0,1,0
Les Laurentides-Quebec,2014-15,1,1,0,0,0.00182481751824818
Les Laurentides-Quebec,2015-16,1,0,0,1,0
Les Laurentides-Quebec,2016-17,1,0,0,1,0
Les Laurentides-Quebec,2017-18,1,0,0,1,0
Les Laurentides-Quebec,2018-19,1,0,0,1,0
Letcher-Kentucky,2006-07,1,0,0,1,0
Letcher-Kentucky,2007-08,1,0,0,1,0
Letcher-Kentucky,2008-09,1,0,0,1,0
Letcher-Kentucky,2009-10,1,0,0,1,0
Letcher-Kentucky,2010-11,1,1,0,0,0.00182481751824818
Letcher-Kentucky,2011-12,1,0,0,1,0
Letcher-Kentucky,2012-13,1,0,0,1,0
Letcher-Kentucky,2013-14,1,0,0,1,0
Letcher-Kentucky,2014-15,1,0,0,1,0
Letcher-Kentucky,2015-16,1,0,0,1,0
Letcher-Kentucky,2016-17,1,0,0,1,0
Letcher-Kentucky,2017-18,1,0,0,1,0
Letcher-Kentucky,2018-19,1,0,0,1,0
Lewis-New York,2006-07,1,0,0,1,0
Lewis-New York,2007-08,1,1,0,0,0.00182481751824818
Lewis-New York,2008-09,1,0,0,1,0
Lewis-New York,2009-10,1,0,0,1,0
Lewis-New York,2010-11,1,0,0,1,0
Lewis-New York,2011-12,1,0,0,1,0
Lewis-New York,2012-13,1,0,0,1,0
Lewis-New York,2013-14,1,0,0,1,0
Lewis-New York,2014-15,1,0,0,1,0
Lewis-New York,2015-16,1,0,0,1,0
Lewis-New York,2016-17,1,0,0,1,0
Lewis-New York,2017-18,1,0,0,1,0
Lewis-New York,2018-19,1,0,0,1,0
Lewis-Tennessee,2006-07,5,0,0,5,0
Lewis-Tennessee,2007-08,5,0,0,5,0
Lewis-Tennessee,2008-09,5,0,0,5,0
Lewis-Tennessee,2009-10,5,0,0,5,0
Lewis-Tennessee,2010-11,5,0,0,5,0
Lewis-Tennessee,2011-12,5,0,0,5,0
Lewis-Tennessee,2012-13,5,3,0,2,0.00547445255474453
Lewis-Tennessee,2013-14,5,2,0,3,0.00364963503649635
Lewis-Tennessee,2014-15,5,0,0,5,0
Lewis-Tennessee,2015-16,5,0,0,5,0
Lewis-Tennessee,2016-17,5,0,0,5,0
Lewis-Tennessee,2017-18,5,0,0,5,0
Lewis-Tennessee,2018-19,5,0,0,5,0
Liberty-Texas,2006-07,0,0,0,0,0
Liberty-Texas,2007-08,0,0,0,0,0
Liberty-Texas,2008-09,0,0,0,0,0
Liberty-Texas,2009-10,0,0,0,0,0
Liberty-Texas,2010-11,0,0,0,0,0
Liberty-Texas,2011-12,0,0,0,0,0
Liberty-Texas,2012-13,0,0,0,0,0
Liberty-Texas,2013-14,0,0,0,0,0
Liberty-Texas,2014-15,0,0,0,0,0
Liberty-Texas,2015-16,0,0,0,0,0
Liberty-Texas,2016-17,0,0,0,0,0
Liberty-Texas,2017-18,0,0,0,0,0
Liberty-Texas,2018-19,0,0,0,0,0
Limestone-Alabama,2006-07,5,0,0,5,0
Limestone-Alabama,2007-08,5,0,0,5,0
Limestone-Alabama,2008-09,5,0,0,5,0
Limestone-Alabama,2009-10,5,0,0,5,0
Limestone-Alabama,2010-11,5,0,0,5,0
Limestone-Alabama,2011-12,6,0,2,4,0
Limestone-Alabama,2012-13,5,0,0,5,0
Limestone-Alabama,2013-14,5,2,0,3,0.00364963503649635
Limestone-Alabama,2014-15,5,1,0,4,0.00182481751824818
Limestone-Alabama,2015-16,5,0,0,5,0
Limestone-Alabama,2016-17,6,0,2,4,0
Limestone-Alabama,2017-18,5,0,0,5,0
Limestone-Alabama,2018-19,5,0,0,5,0
Lincoln-Missouri,2006-07,2,0,0,2,0
Lincoln-Missouri,2007-08,2,0,0,2,0
Lincoln-Missouri,2008-09,2,0,0,2,0
Lincoln-Missouri,2009-10,3,0,2,1,0
Lincoln-Missouri,2010-11,2,0,0,2,0
Lincoln-Missouri,2011-12,2,0,0,2,0
Lincoln-Missouri,2012-13,2,0,0,2,0
Lincoln-Missouri,2013-14,2,0,0,2,0
Lincoln-Missouri,2014-15,2,0,0,2,0
Lincoln-Missouri,2015-16,3,0,2,1,0
Lincoln-Missouri,2016-17,2,0,0,2,0
Lincoln-Missouri,2017-18,2,0,0,2,0
Lincoln-Missouri,2018-19,2,0,0,2,0
Litchfield-Connecticut,2006-07,5,0,0,5,0
Litchfield-Connecticut,2007-08,5,3,0,2,0.00547445255474453
Litchfield-Connecticut,2008-09,5,1,0,4,0.00182481751824818
Litchfield-Connecticut,2009-10,5,0,0,5,0
Litchfield-Connecticut,2010-11,5,1,0,4,0.00182481751824818
Litchfield-Connecticut,2011-12,5,0,0,5,0
Litchfield-Connecticut,2012-13,5,0,0,5,0
Litchfield-Connecticut,2013-14,5,0,0,5,0
Litchfield-Connecticut,2014-15,5,0,0,5,0
Litchfield-Connecticut,2015-16,5,0,0,5,0
Litchfield-Connecticut,2016-17,5,0,0,5,0
Litchfield-Connecticut,2017-18,5,0,0,5,0
Litchfield-Connecticut,2018-19,5,0,0,5,0
Livingston-New York,2006-07,0,0,0,0,0
Livingston-New York,2007-08,0,0,0,0,0
Livingston-New York,2008-09,0,0,0,0,0
Livingston-New York,2009-10,0,0,0,0,0
Livingston-New York,2010-11,0,0,0,0,0
Livingston-New York,2011-12,0,0,0,0,0
Livingston-New York,2012-13,0,0,0,0,0
Livingston-New York,2013-14,0,0,0,0,0
Livingston-New York,2014-15,0,0,0,0,0
Livingston-New York,2015-16,0,0,0,0,0
Livingston-New York,2016-17,0,0,0,0,0
Livingston-New York,2017-18,0,0,0,0,0
Livingston-New York,2018-19,0,0,0,0,0
Lotbinière-Quebec,2006-07,1,0,0,1,0
Lotbinière-Quebec,2007-08,1,0,0,1,0
Lotbinière-Quebec,2008-09,1,0,0,1,0
Lotbinière-Quebec,2009-10,1,0,0,1,0
Lotbinière-Quebec,2010-11,1,1,0,0,0.00182481751824818
Lotbinière-Quebec,2011-12,1,0,0,1,0
Lotbinière-Quebec,2012-13,1,0,0,1,0
Lotbinière-Quebec,2013-14,1,0,0,1,0
Lotbinière-Quebec,2014-15,1,0,0,1,0
Lotbinière-Quebec,2015-16,1,0,0,1,0
Lotbinière-Quebec,2016-17,1,0,0,1,0
Lotbinière-Quebec,2017-18,1,0,0,1,0
Lotbinière-Quebec,2018-19,1,0,0,1,0
Luzerne-Pennsylvania,2006-07,6,0,0,6,0
Luzerne-Pennsylvania,2007-08,6,0,0,6,0
Luzerne-Pennsylvania,2008-09,6,1,0,5,0.00182481751824818
Luzerne-Pennsylvania,2009-10,9,2,6,1,0.00364963503649635
Luzerne-Pennsylvania,2010-11,6,0,0,6,0
Luzerne-Pennsylvania,2011-12,6,0,0,6,0
Luzerne-Pennsylvania,2012-13,6,0,0,6,0
Luzerne-Pennsylvania,2013-14,6,0,0,6,0
Luzerne-Pennsylvania,2014-15,6,0,0,6,0
Luzerne-Pennsylvania,2015-16,6,0,0,6,0
Luzerne-Pennsylvania,2016-17,6,0,0,6,0
Luzerne-Pennsylvania,2017-18,6,0,0,6,0
Luzerne-Pennsylvania,2018-19,6,0,0,6,0
Lycoming-Pennsylvania,2006-07,5,0,0,5,0
