GC,title,nospace,url,lat,lon,country,province/state,county,numfinds,numpages
GC14Q9X,The George St. Cache,the-george-st-cache,https://www.geocaching.com/geocache/GC14Q9X_the-george-st-cache,N 47° 33.734,W 052° 42.628,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,23,2
GC151F3,Riverside,riverside,https://www.geocaching.com/geocache/GC151F3_riverside,N 48° 44.960,W 054° 14.127,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,48,4
GC153G2,Stone Wall,stone-wall,https://www.geocaching.com/geocache/GC153G2_stone-wall,N 53° 17.627,W 060° 22.768,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,60,4
GC156BM,The Dungeon Cache ( Bonavista ),the-dungeon-cache--bonavista-,https://www.geocaching.com/geocache/GC156BM_the-dungeon-cache--bonavista-,N 48° 39.979,W 053° 05.028,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,390,26
GC156TR,Spooky Hunt,spooky-hunt,https://www.geocaching.com/geocache/GC156TR_spooky-hunt,N 51° 24.993,W 056° 28.791,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,136,10
GC1582K,Roundabout Cache,roundabout-cache,https://www.geocaching.com/geocache/GC1582K_roundabout-cache,N 47° 30.605,W 052° 54.787,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,28,2
GC159FN,Newfoundland & Labrador Travel Bug Hostel,newfoundland-labrador-travel-bug-hostel,https://www.geocaching.com/geocache/GC159FN_newfoundland-labrador-travel-bug-hostel,N 47° 23.584,W 053° 01.592,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,6,1
GC15EVD,Quidi Vidi Siding,quidi-vidi-siding,https://www.geocaching.com/geocache/GC15EVD_quidi-vidi-siding,N 47° 34.788,W 052° 41.335,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,267,18
GC15X47,Piglet Goes Bowling,piglet-goes-bowling,https://www.geocaching.com/geocache/GC15X47_piglet-goes-bowling,N 47° 31.402,W 052° 45.394,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,307,21
GC16FAN,Hole Three,hole-three,https://www.geocaching.com/geocache/GC16FAN_hole-three,N 53° 17.873,W 060° 24.630,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,84,6
GC16Y1E,Enter Sleepy Hollow,enter-sleepy-hollow,https://www.geocaching.com/geocache/GC16Y1E_enter-sleepy-hollow,N 47° 31.748,W 052° 50.082,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,100,7
GC1738B,Shipwreck: The Schooner WATERWITCH,shipwreck-the-schooner-waterwitch,https://www.geocaching.com/geocache/GC1738B_shipwreck-the-schooner-waterwitch,N 47° 46.769,W 052° 45.784,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,87,6
GC17BNN,Cojoco1,cojoco1,https://www.geocaching.com/geocache/GC17BNN_cojoco1,N 47° 52.130,W 055° 50.550,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,6,1
GC17GR0,Last Father,last-father,https://www.geocaching.com/geocache/GC17GR0_last-father,N 47° 32.711,W 052° 44.228,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,161,11
GC18HP2,Operator:Can you help me make this call?,operatorcan-you-help-me-make-this-call,https://www.geocaching.com/geocache/GC18HP2_operatorcan-you-help-me-make-this-call,N 47° 33.850,W 052° 42.330,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,351,24
GC1BFE5,Newfoundland & Labrador Link,newfoundland-labrador-link,https://www.geocaching.com/geocache/GC1BFE5_newfoundland-labrador-link,N 53° 20.606,W 060° 23.958,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,22,2
GC1BHPA,Ryan's First Cache,ryans-first-cache,https://www.geocaching.com/geocache/GC1BHPA_ryans-first-cache,N 47° 32.620,W 052° 54.675,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,78,6
GC1C42P,All Vacant,all-vacant,https://www.geocaching.com/geocache/GC1C42P_all-vacant,N 53° 18.285,W 060° 25.104,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,88,6
GC1CEFQ,Jenniex House,jenniex-house,https://www.geocaching.com/geocache/GC1CEFQ_jenniex-house,N 49° 32.323,W 057° 53.183,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,278,19
GC1CJD6,Bowring 1811 Cache,bowring-1811-cache,https://www.geocaching.com/geocache/GC1CJD6_bowring-1811-cache,N 47° 33.720,W 052° 42.535,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,464,31
GC1CN3D,A Hike A Day,a-hike-a-day,https://www.geocaching.com/geocache/GC1CN3D_a-hike-a-day,N 47° 31.852,W 052° 38.955,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,81,6
GC1D1B6,Falls Trail Cache,falls-trail-cache,https://www.geocaching.com/geocache/GC1D1B6_falls-trail-cache,N 53° 35.928,W 064° 18.863,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,25,2
GC1D1GZ,Burnwood Nano,burnwood-nano,https://www.geocaching.com/geocache/GC1D1GZ_burnwood-nano,N 53° 18.591,W 060° 22.874,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,93,7
GC1DGEQ,Jordan's Beaver Pond Cache,jordans-beaver-pond-cache,https://www.geocaching.com/geocache/GC1DGEQ_jordans-beaver-pond-cache,N 47° 06.296,W 052° 56.321,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,18,2
GC1DGEX,Cache and Dash 5,cache-and-dash-5,https://www.geocaching.com/geocache/GC1DGEX_cache-and-dash-5,N 47° 06.216,W 052° 55.601,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,93,7
GC1DGF1,The Broylers' Cache,the-broylers-cache,https://www.geocaching.com/geocache/GC1DGF1_the-broylers-cache,N 47° 04.386,W 052° 56.750,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,85,6
GC1DGFA,Rocky Pond Cache,rocky-pond-cache,https://www.geocaching.com/geocache/GC1DGFA_rocky-pond-cache,N 47° 03.509,W 052° 55.606,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,79,6
GC1DGFF,Moose Lane,moose-lane,https://www.geocaching.com/geocache/GC1DGFF_moose-lane,N 47° 09.305,W 052° 53.847,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,56,4
GC1DGGA,Cache and Dash 7,cache-and-dash-7,https://www.geocaching.com/geocache/GC1DGGA_cache-and-dash-7,N 47° 07.877,W 052° 54.310,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,76,6
GC1DHZ6,A Combination of Things #3,a-combination-of-things-3,https://www.geocaching.com/geocache/GC1DHZ6_a-combination-of-things-3,N 47° 31.236,W 052° 52.478,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,168,12
GC1DW2F,Tippings Pond Memory Cache,tippings-pond-memory-cache,https://www.geocaching.com/geocache/GC1DW2F_tippings-pond-memory-cache,N 48° 55.934,W 057° 52.798,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,92,7
GC1DWK6,glacier island,glacier-island,https://www.geocaching.com/geocache/GC1DWK6_glacier-island,N 51° 29.926,W 055° 46.657,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,63,5
GC1E1DB,Rare Birds Number 1,rare-birds-number-1,https://www.geocaching.com/geocache/GC1E1DB_rare-birds-number-1,N 52° 57.048,W 066° 56.675,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,41,3
GC1E6MK,Cashing Out,cashing-out,https://www.geocaching.com/geocache/GC1E6MK_cashing-out,N 53° 18.060,W 060° 24.788,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,81,6
GC1ECQ0,St. Mike's,st-mikes,https://www.geocaching.com/geocache/GC1ECQ0_st-mikes,N 53° 17.810,W 060° 25.304,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,70,5
GC1EN9R,Bay Roberts Lookout,bay-roberts-lookout,https://www.geocaching.com/geocache/GC1EN9R_bay-roberts-lookout,N 47° 33.819,W 053° 18.518,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,169,12
GC1ETX3,Bear Den Nearby,bear-den-nearby,https://www.geocaching.com/geocache/GC1ETX3_bear-den-nearby,N 52° 57.340,W 066° 49.270,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,73,5
GC1F07V,True Hiker's Cache2,true-hikers-cache2,https://www.geocaching.com/geocache/GC1F07V_true-hikers-cache2,N 49° 35.992,W 057° 46.555,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,163,11
GC1F1C6,Stuck in the Middle,stuck-in-the-middle,https://www.geocaching.com/geocache/GC1F1C6_stuck-in-the-middle,N 53° 19.861,W 060° 25.127,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,64,5
GC1F73P,Amid the Trees,amid-the-trees,https://www.geocaching.com/geocache/GC1F73P_amid-the-trees,N 53° 18.315,W 060° 24.918,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,69,5
GC1F8X6,PAB VIC!,pab-vic,https://www.geocaching.com/geocache/GC1F8X6_pab-vic,N 47° 35.940,W 059° 09.765,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,381,26
GC1FB10,See Any Fish?,see-any-fish,https://www.geocaching.com/geocache/GC1FB10_see-any-fish,N 48° 57.396,W 057° 49.506,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,72,5
GC1FK5R,North Head Cache,north-head-cache,https://www.geocaching.com/geocache/GC1FK5R_north-head-cache,N 46° 55.130,W 052° 55.252,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,21,2
GC1FN0K,Newfoundland's Premier Cache,newfoundlands-premier-cache,https://www.geocaching.com/geocache/GC1FN0K_newfoundlands-premier-cache,N 47° 34.278,W 052° 42.325,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,10,1
GC1FZG5,Hole in One,hole-in-one,https://www.geocaching.com/geocache/GC1FZG5_hole-in-one,N 48° 57.568,W 054° 38.274,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,16,2
GC1GG1K,"""Batter Out""",batter-out,https://www.geocaching.com/geocache/GC1GG1K_batter-out,N 53° 18.210,W 060° 25.271,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,56,4
GC1GK35,safe landing,safe-landing,https://www.geocaching.com/geocache/GC1GK35_safe-landing,N 48° 56.090,W 057° 54.500,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,111,8
GC1GQZE,St. John's Harbour,st-johns-harbour,https://www.geocaching.com/geocache/GC1GQZE_st-johns-harbour,N 47° 34.180,W 052° 40.944,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,752,51
GC1GV6N,"Mug Up, Big Kettle, Small Fire",mug-up-big-kettle-small-fire,https://www.geocaching.com/geocache/GC1GV6N_mug-up-big-kettle-small-fire,N 52° 57.659,W 066° 56.960,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,62,5
GC1GVJY,North Head,north-head,https://www.geocaching.com/geocache/GC1GVJY_north-head,N 47° 34.052,W 052° 40.657,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,472,32
GC1H1JZ,Slightly Off Track (AKA. Bonnie's Birthday Cache),slightly-off-track-aka-bonnies-birthday-cache,https://www.geocaching.com/geocache/GC1H1JZ_slightly-off-track-aka-bonnies-birthday-cache,N 47° 31.391,W 052° 56.220,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,86,6
GC1H8FG,ROCKY HR. INFO CACHE,rocky-hr-info-cache,https://www.geocaching.com/geocache/GC1H8FG_rocky-hr-info-cache,N 49° 35.430,W 057° 54.591,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,104,7
GC1H9KZ,Piglets Oh No Not Another Evergreen Tree,piglets-oh-no-not-another-evergreen-tree,https://www.geocaching.com/geocache/GC1H9KZ_piglets-oh-no-not-another-evergreen-tree,N 47° 35.177,W 052° 43.441,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,307,21
GC1HATW,Cantwell's Gardens,cantwells-gardens,https://www.geocaching.com/geocache/GC1HATW_cantwells-gardens,N 47° 31.383,W 052° 38.183,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,190,13
GC1HK1G,"Shine ""O"" Cache",shine-o-cache,https://www.geocaching.com/geocache/GC1HK1G_shine-o-cache,N 48° 41.416,W 053° 46.632,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,60,4
GC1HYAP,"""Hotel Notel""",hotel-notel,https://www.geocaching.com/geocache/GC1HYAP_hotel-notel,N 53° 17.967,W 060° 24.671,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,94,7
GC1K7D6,Magic Baking Powder Bridge,magic-baking-powder-bridge,https://www.geocaching.com/geocache/GC1K7D6_magic-baking-powder-bridge,N 48° 56.714,W 057° 56.437,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,226,16
GC1KA9B,Cemetery Nano 1,cemetery-nano-1,https://www.geocaching.com/geocache/GC1KA9B_cemetery-nano-1,N 47° 34.492,W 052° 41.955,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,298,20
GC1QHM4,Auf Wiedersehen,auf-wiedersehen,https://www.geocaching.com/geocache/GC1QHM4_auf-wiedersehen,N 47° 29.285,W 053° 01.516,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,77,6
GC1QJJ7,Kinder Cache,kinder-cache,https://www.geocaching.com/geocache/GC1QJJ7_kinder-cache,N 47° 31.019,W 052° 56.585,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,279,19
GC1QTFP,"Twin ""A"" Cache",twin-a-cache,https://www.geocaching.com/geocache/GC1QTFP_twin-a-cache,N 47° 31.939,W 052° 54.951,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,61,5
GC1R52T,Emma Hennessy Cache,emma-hennessy-cache,https://www.geocaching.com/geocache/GC1R52T_emma-hennessy-cache,N 47° 29.103,W 053° 00.790,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,55,4
GC1R9RZ,Kelligrews Soiree (A.K.A. The Music Cache),kelligrews-soiree-aka-the-music-cache,https://www.geocaching.com/geocache/GC1R9RZ_kelligrews-soiree-aka-the-music-cache,N 47° 29.469,W 053° 01.712,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,43,3
GC1RJHN,Grindstone Cache,grindstone-cache,https://www.geocaching.com/geocache/GC1RJHN_grindstone-cache,N 49° 17.653,W 057° 31.940,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,149,10
GC1RMTK,Keep Your Knees UP!,keep-your-knees-up,https://www.geocaching.com/geocache/GC1RMTK_keep-your-knees-up,N 53° 18.245,W 060° 25.673,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,55,4
GC1RZAA,Oil!!!!,oil,https://www.geocaching.com/geocache/GC1RZAA_oil,N 53° 20.129,W 060° 24.808,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,46,4
GC1T0NA,Almost to the Top,almost-to-the-top,https://www.geocaching.com/geocache/GC1T0NA_almost-to-the-top,N 47° 31.791,W 052° 38.435,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,88,6
GC1VCXD,In The Meadow,in-the-meadow,https://www.geocaching.com/geocache/GC1VCXD_in-the-meadow,N 53° 17.897,W 060° 25.022,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,62,5
GC1VEFP,Sandbanks Multi-Cache,sandbanks-multicache,https://www.geocaching.com/geocache/GC1VEFP_sandbanks-multicache,N 47° 36.366,W 057° 38.959,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,7,1
GC1VHQC,Little Port Lighthouse,little-port-lighthouse,https://www.geocaching.com/geocache/GC1VHQC_little-port-lighthouse,N 49° 06.525,W 058° 25.675,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,17,2
GC1WH8D,The Bonavista Lookout Cache,the-bonavista-lookout-cache,https://www.geocaching.com/geocache/GC1WH8D_the-bonavista-lookout-cache,N 48° 38.674,W 053° 06.086,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,96,7
GC1XJ94,Welcome to St. Anthony,welcome-to-st-anthony,https://www.geocaching.com/geocache/GC1XJ94_welcome-to-st-anthony,N 51° 23.533,W 055° 35.317,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,225,15
GC1XMQP,Freshwater Path,freshwater-path,https://www.geocaching.com/geocache/GC1XMQP_freshwater-path,N 47° 31.440,W 052° 42.359,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,21,2
GC1XT8Y,Trapper’s Tilt,trapper’s-tilt,https://www.geocaching.com/geocache/GC1XT8Y_trapper’s-tilt,N 52° 52.031,W 066° 52.649,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,70,5
GC1YA7J,The Cove Cache,the-cove-cache,https://www.geocaching.com/geocache/GC1YA7J_the-cove-cache,N 47° 06.146,W 055° 45.817,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,22,2
GC1YGGA,trail side,trail-side,https://www.geocaching.com/geocache/GC1YGGA_trail-side,N 53° 18.305,W 060° 21.141,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,46,4
GC1YHTK,Wilderness Escape #3,wilderness-escape-3,https://www.geocaching.com/geocache/GC1YHTK_wilderness-escape-3,N 48° 31.812,W 053° 05.896,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC1YXQ1,Totally Screwed,totally-screwed,https://www.geocaching.com/geocache/GC1YXQ1_totally-screwed,N 47° 24.774,W 053° 28.692,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,7,1
GC1YYGA,Lost Gocart Track,lost-gocart-track,https://www.geocaching.com/geocache/GC1YYGA_lost-gocart-track,N 47° 17.684,W 053° 47.514,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,92,7
GC1Z5JH,Rivers/Brooks Series: #4 Ryan’s Brook,riversbrooks-series-4-ryan’s-brook,https://www.geocaching.com/geocache/GC1Z5JH_riversbrooks-series-4-ryan’s-brook,N 47° 51.538,W 059° 13.724,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,65,5
GC1Z6YT,Trinity Loop,trinity-loop,https://www.geocaching.com/geocache/GC1Z6YT_trinity-loop,N 48° 21.976,W 053° 23.763,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,43,3
GC1ZCN8,Waters Edge,waters-edge,https://www.geocaching.com/geocache/GC1ZCN8_waters-edge,N 47° 32.472,W 053° 16.194,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,106,8
GC2112A,Battleship! -- Zero Signal,battleship-zero-signal,https://www.geocaching.com/geocache/GC2112A_battleship-zero-signal,N 48° 36.330,W 053° 04.354,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,59,4
GC227TN,Old Day's Pond Boardwalk,old-days-pond-boardwalk,https://www.geocaching.com/geocache/GC227TN_old-days-pond-boardwalk,N 48° 39.203,W 053° 06.915,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,160,11
GC22V16,Wilderness Escape #10,wilderness-escape-10,https://www.geocaching.com/geocache/GC22V16_wilderness-escape-10,N 48° 37.350,W 053° 05.779,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC238GV,Iced In Island Escape #1,iced-in-island-escape-1,https://www.geocaching.com/geocache/GC238GV_iced-in-island-escape-1,N 48° 31.832,W 053° 04.364,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC238H3,Iced In Island Escape #2,iced-in-island-escape-2,https://www.geocaching.com/geocache/GC238H3_iced-in-island-escape-2,N 48° 32.210,W 053° 04.125,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC250BA,Chamberlains Park #1,chamberlains-park-1,https://www.geocaching.com/geocache/GC250BA_chamberlains-park-1,N 47° 31.799,W 052° 56.623,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,103,7
GC250BJ,Chamberlains Park #2,chamberlains-park-2,https://www.geocaching.com/geocache/GC250BJ_chamberlains-park-2,N 47° 31.839,W 052° 56.764,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,105,7
GC250BW,Chamberlains Park #3,chamberlains-park-3,https://www.geocaching.com/geocache/GC250BW_chamberlains-park-3,N 47° 31.922,W 052° 56.717,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,106,8
GC25AHP,Dons ultimate micro,dons-ultimate-micro,https://www.geocaching.com/geocache/GC25AHP_dons-ultimate-micro,N 53° 18.640,W 060° 22.570,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,36,3
GC262HF,"high, but low",high-but-low,https://www.geocaching.com/geocache/GC262HF_high-but-low,N 53° 17.771,W 060° 22.810,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,48,4
GC26DQB,outer limits,outer-limits,https://www.geocaching.com/geocache/GC26DQB_outer-limits,N 47° 28.687,W 053° 00.137,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,27,2
GC27CQ9,Happy Trails #1,happy-trails-1,https://www.geocaching.com/geocache/GC27CQ9_happy-trails-1,N 48° 59.429,W 057° 35.441,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,29,2
GC27CQV,If a Tree Falls in the Forest... (Happy Trails #2),if-a-tree-falls-in-the-forest-happy-trails-2,https://www.geocaching.com/geocache/GC27CQV_if-a-tree-falls-in-the-forest-happy-trails-2,N 48° 59.334,W 057° 35.144,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,38,3
GC27CR7,Happy Trails #3,happy-trails-3,https://www.geocaching.com/geocache/GC27CR7_happy-trails-3,N 48° 59.879,W 057° 35.090,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,69,5
GC27P38,The Oxen Stump,the-oxen-stump,https://www.geocaching.com/geocache/GC27P38_the-oxen-stump,N 47° 33.987,W 052° 45.655,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,31,3
GC27XR1,Welcome to the Junction,welcome-to-the-junction,https://www.geocaching.com/geocache/GC27XR1_welcome-to-the-junction,N 47° 22.163,W 053° 39.497,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,117,8
GC28AFK,Sandbanks Pond,sandbanks-pond,https://www.geocaching.com/geocache/GC28AFK_sandbanks-pond,N 47° 36.489,W 057° 38.835,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,15,1
GC28YPR,Wilderness Escape #11,wilderness-escape-11,https://www.geocaching.com/geocache/GC28YPR_wilderness-escape-11,N 48° 34.474,W 053° 08.517,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC28ZW5,"Feather and Folk ""Quack Quack Waddle Waddle""",feather-and-folk-quack-quack-waddle-waddle,https://www.geocaching.com/geocache/GC28ZW5_feather-and-folk-quack-quack-waddle-waddle,N 47° 50.646,W 059° 14.333,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,72,5
GC29M6K,Wilderness Escape #13,wilderness-escape-13,https://www.geocaching.com/geocache/GC29M6K_wilderness-escape-13,N 48° 30.349,W 053° 07.912,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,1,1
GC2AFV7,Got the Blues?,got-the-blues,https://www.geocaching.com/geocache/GC2AFV7_got-the-blues,N 48° 56.264,W 057° 56.732,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,75,5
GC2AX4E,King's Cottage,kings-cottage,https://www.geocaching.com/geocache/GC2AX4E_kings-cottage,N 52° 52.207,W 066° 53.497,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,57,4
GC2AXHN,On the way to Elephant Head Lake,on-the-way-to-elephant-head-lake,https://www.geocaching.com/geocache/GC2AXHN_on-the-way-to-elephant-head-lake,N 52° 52.262,W 066° 53.910,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,54,4
GC2B4CY,Lighthouse View,lighthouse-view,https://www.geocaching.com/geocache/GC2B4CY_lighthouse-view,N 51° 35.638,W 056° 42.330,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,38,3
GC2B8N9,Old Track #1,old-track-1,https://www.geocaching.com/geocache/GC2B8N9_old-track-1,N 47° 32.040,W 053° 28.567,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,13,1
GC2B8NR,Old Track #2,old-track-2,https://www.geocaching.com/geocache/GC2B8NR_old-track-2,N 47° 33.671,W 053° 23.547,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,9,1
GC2C6JJ,Sandy Cove Pond Cache (Sandy Cove),sandy-cove-pond-cache-sandy-cove,https://www.geocaching.com/geocache/GC2C6JJ_sandy-cove-pond-cache-sandy-cove,N 48° 38.735,W 053° 43.687,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,89,6
GC2CBYK,Down Below,down-below,https://www.geocaching.com/geocache/GC2CBYK_down-below,N 48° 38.438,W 053° 43.731,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,154,11
GC2CC4A,Along the Way,along-the-way,https://www.geocaching.com/geocache/GC2CC4A_along-the-way,N 47° 11.118,W 055° 11.287,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,14,1
GC2CC4E,Towering Above,towering-above,https://www.geocaching.com/geocache/GC2CC4E_towering-above,N 47° 10.795,W 055° 09.657,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,44,3
GC2CEKV,Have you seen my keys? (Happy Trails #6),have-you-seen-my-keys-happy-trails-6,https://www.geocaching.com/geocache/GC2CEKV_have-you-seen-my-keys-happy-trails-6,N 48° 59.482,W 057° 35.056,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,28,2
GC2D332,The Great Auk Cache,the-great-auk-cache,https://www.geocaching.com/geocache/GC2D332_the-great-auk-cache,N 49° 44.972,W 054° 09.852,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,47,4
GC2D565,labrador to newfoundland connection,labrador-to-newfoundland-connection,https://www.geocaching.com/geocache/GC2D565_labrador-to-newfoundland-connection,N 53° 20.568,W 060° 23.860,Canada,Newfoundland and Labrador,Division No. 1 Avalon Peninsula-St. John's,43,3
