GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC6HZM8,#47 Centralia Mine Fire,https://www.geocaching.com/geocache/GC6HZM8_47-centralia-mine-fire,N 40° 47.882,W 076° 22.003,United States,Pennsylvania,Columbia County (PA),122,5,,,
GC6HZME,#48 Centralia Mine Fire,https://www.geocaching.com/geocache/GC6HZME_48-centralia-mine-fire,N 40° 47.952,W 076° 21.955,United States,Pennsylvania,Columbia County (PA),127,6,,,
GC6HZMM,#49 Centralia Mine Fire,https://www.geocaching.com/geocache/GC6HZMM_49-centralia-mine-fire,N 40° 47.927,W 076° 22.173,United States,Pennsylvania,Columbia County (PA),128,6,,,
GC6JKHH,#50 Centralia Mine Fire Final,https://www.geocaching.com/geocache/GC6JKHH_50-centralia-mine-fire-final,N 40° 46.913,W 076° 20.835,United States,Pennsylvania,Schuylkill County (PA),94,4,,,
GC6P7F4,Scrabblehounds at the Mine,https://www.geocaching.com/geocache/GC6P7F4_scrabblehounds-at-the-mine,N 40° 13.957,W 079° 44.621,United States,Pennsylvania,Westmoreland County (PA),11,1,,,
GC6RBVW,This Little Light of Mine,https://www.geocaching.com/geocache/GC6RBVW_this-little-light-of-mine,N 40° 18.794,W 075° 21.550,United States,Pennsylvania,Montgomery County (PA),121,5,,,
GC75VET,Coal Mine Trail Cache,https://www.geocaching.com/geocache/GC75VET_coal-mine-trail-cache,N 40° 56.607,W 078° 32.771,United States,Pennsylvania,Clearfield County (PA),10,1,,,
GC7CA52,Knox Mine Disaster Remnants,https://www.geocaching.com/geocache/GC7CA52_knox-mine-disaster-remnants,N 41° 18.617,W 075° 49.009,United States,Pennsylvania,Luzerne County (PA),3,1,,,
GC7DAAH,I'll Take Mine Black,https://www.geocaching.com/geocache/GC7DAAH_ill-take-mine-black,N 40° 28.681,W 078° 43.392,United States,Pennsylvania,Cambria County (PA),23,1,,,
GC7MMYY,AMD Acid Mine Drainage,https://www.geocaching.com/geocache/GC7MMYY_amd-acid-mine-drainage,N 40° 58.074,W 075° 54.224,United States,Pennsylvania,Luzerne County (PA),9,1,,,
GC3B32,Copper Mine 2 (CU-2),https://www.geocaching.com/geocache/GC3B32_copper-mine-2-cu2,N 40° 40.870,W 074° 22.802,United States,New Jersey,Union County (NJ),151,7,,,
GC6FFF,"Not Mine, Maybe Richard's",https://www.geocaching.com/geocache/GC6FFF_not-mine-maybe-richards,N 40° 55.218,W 074° 33.441,United States,New Jersey,Morris County (NJ),267,11,,,
GC83BC,Copper Mine 3 (CU-3),https://www.geocaching.com/geocache/GC83BC_copper-mine-3-cu3,N 40° 40.870,W 074° 22.802,United States,New Jersey,Union County (NJ),114,5,,,
GCF651,What's On Your Mine?,https://www.geocaching.com/geocache/GCF651_whats-on-your-mine,N 40° 53.834,W 074° 48.188,United States,New Jersey,Warren County (NJ),49,2,,,
GCHTXP,A Mine is a Terrible Thing,https://www.geocaching.com/geocache/GCHTXP_a-mine-is-a-terrible-thing,N 41° 03.883,W 074° 18.972,United States,New Jersey,Passaic County (NJ),78,4,,,
GCKZG2,"Mahlons ""When a good mine goes bad""",https://www.geocaching.com/geocache/GCKZG2_mahlons-when-a-good-mine-goes-bad,N 41° 00.003,W 074° 35.671,United States,New Jersey,Morris County (NJ),24,1,,,
GCX26P,Suckasunny Mine,https://www.geocaching.com/geocache/GCX26P_suckasunny-mine,N 40° 52.259,W 074° 37.010,United States,New Jersey,Morris County (NJ),84,4,,,
GCYNZ9,The Copper Mine,https://www.geocaching.com/geocache/GCYNZ9_the-copper-mine,N 40° 25.767,W 074° 35.910,United States,New Jersey,Somerset County (NJ),83,4,,,
GC10QJF,Richard Mine Lookout,https://www.geocaching.com/geocache/GC10QJF_richard-mine-lookout,N 40° 54.998,W 074° 33.648,United States,New Jersey,Morris County (NJ),69,3,,,
GC11AZ2,High Ledge Mine,https://www.geocaching.com/geocache/GC11AZ2_high-ledge-mine,N 40° 52.858,W 074° 39.817,United States,New Jersey,Morris County (NJ),158,7,,,
GC12NXD,Cinco de Mine,https://www.geocaching.com/geocache/GC12NXD_cinco-de-mine,N 41° 08.432,W 074° 15.675,United States,New Jersey,Passaic County (NJ),95,4,,,
GC12XXA,Cascade Iron Mine,https://www.geocaching.com/geocache/GC12XXA_cascade-iron-mine,N 40° 55.901,W 074° 44.200,United States,New Jersey,Sussex County (NJ),125,5,,,
GC136BC,A Real Silver MINE,https://www.geocaching.com/geocache/GC136BC_a-real-silver-mine,N 41° 10.327,W 074° 26.660,United States,New Jersey,Sussex County (NJ),54,3,,,
GC13BH1,Rutherford B. Mine,https://www.geocaching.com/geocache/GC13BH1_rutherford-b-mine,N 41° 07.049,W 074° 26.230,United States,New Jersey,Passaic County (NJ),24,1,,,
GC13BJ6,Utterly Mine,https://www.geocaching.com/geocache/GC13BJ6_utterly-mine,N 41° 08.096,W 074° 25.289,United States,New Jersey,Passaic County (NJ),21,1,,,
GC13BJ7,Bear in the Adit @ Weldon Mine,https://www.geocaching.com/geocache/GC13BJ7_bear-in-the-adit-weldon-mine,N 40° 59.210,W 074° 35.025,United States,New Jersey,Morris County (NJ),43,2,,,
GC13W41,Old Copper Mine,https://www.geocaching.com/geocache/GC13W41_old-copper-mine,N 40° 40.870,W 074° 22.802,United States,New Jersey,Union County (NJ),233,10,,,
GC15RX2,Ramapo Missing Lake Blues aka Mine or not?,https://www.geocaching.com/geocache/GC15RX2_ramapo-missing-lake-blues-aka-mine-or-not,N 41° 02.500,W 074° 15.719,United States,New Jersey,Passaic County (NJ),39,2,,,
GC17GHT,Abandon Pardee Iron Mine,https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine,N 41° 00.143,W 074° 29.070,United States,New Jersey,Morris County (NJ),36,2,,,
GC17PWM,The Victor mine,https://www.geocaching.com/geocache/GC17PWM_the-victor-mine,N 41° 04.083,W 074° 34.021,United States,New Jersey,Sussex County (NJ),118,5,,,
GC182T3,Train to the Mine,https://www.geocaching.com/geocache/GC182T3_train-to-the-mine,N 39° 17.489,W 074° 45.636,United States,New Jersey,Cape May County (NJ),92,4,,,
GC18FZX,Haskell Depths aka The Brown Mine,https://www.geocaching.com/geocache/GC18FZX_haskell-depths-aka-the-brown-mine,N 41° 02.284,W 074° 17.011,United States,New Jersey,Passaic County (NJ),55,3,,,
GC1BGV8,Abandon Graphite Mine,https://www.geocaching.com/geocache/GC1BGV8_abandon-graphite-mine,N 41° 02.890,W 074° 31.203,United States,New Jersey,Morris County (NJ),68,3,,,
GC1BWRN,Never You Mine,https://www.geocaching.com/geocache/GC1BWRN_never-you-mine,N 41° 03.570,W 074° 19.044,United States,New Jersey,Passaic County (NJ),100,4,,,
GC1MB75,Patterson Mine,https://www.geocaching.com/geocache/GC1MB75_patterson-mine,N 41° 09.234,W 074° 18.322,United States,New Jersey,Passaic County (NJ),41,2,,,
GC1XPD3,MINE BOGGLED,https://www.geocaching.com/geocache/GC1XPD3_mine-boggled,N 40° 47.814,W 074° 59.498,United States,New Jersey,Warren County (NJ),35,2,,,
GC1Z6BF,Gold Mine,https://www.geocaching.com/geocache/GC1Z6BF_gold-mine,N 41° 07.024,W 074° 28.442,United States,New Jersey,Sussex County (NJ),29,2,,,
GC21D5Q,Dolphin Lost His Mine,https://www.geocaching.com/geocache/GC21D5Q_dolphin-lost-his-mine,N 40° 54.961,W 074° 33.820,United States,New Jersey,Morris County (NJ),106,5,,,
GC2314P,Mine Your Neighbors,https://www.geocaching.com/geocache/GC2314P_mine-your-neighbors,N 40° 58.915,W 074° 19.300,United States,New Jersey,Morris County (NJ),76,4,,,
GC25APC,Richard Mine #6,https://www.geocaching.com/geocache/GC25APC_richard-mine-6,N 40° 54.879,W 074° 33.919,United States,New Jersey,Morris County (NJ),108,5,,,
GC25B2Q,PMC Lite - Not Finley's Mine,https://www.geocaching.com/geocache/GC25B2Q_pmc-lite-not-finleys-mine,N 40° 55.045,W 074° 33.682,United States,New Jersey,Morris County (NJ),64,3,,,
GC270H2,Blue Sky is Mine (off-set cache),https://www.geocaching.com/geocache/GC270H2_blue-sky-is-mine-offset-cache,N 40° 58.111,W 074° 11.797,United States,New Jersey,Passaic County (NJ),105,5,,,
GC2BQQ3,Gold Mine,https://www.geocaching.com/geocache/GC2BQQ3_gold-mine,N 40° 20.001,W 074° 47.106,United States,New Jersey,Mercer County (NJ),164,7,,,
GC2J3Y3,Lost Dutchman's Gold Mine?,https://www.geocaching.com/geocache/GC2J3Y3_lost-dutchmans-gold-mine,N 40° 55.466,W 075° 05.463,United States,New Jersey,Warren County (NJ),22,1,,,
GC2JXND,Kincaid's Mine,https://www.geocaching.com/geocache/GC2JXND_kincaids-mine,N 40° 56.830,W 074° 24.335,United States,New Jersey,Morris County (NJ),70,3,,,
GC37348,The Hibernia Mine Underground Railway,https://www.geocaching.com/geocache/GC37348_the-hibernia-mine-underground-railway,N 40° 56.768,W 074° 29.533,United States,New Jersey,Morris County (NJ),125,5,,,
GC374M6,Gateway to The Hibernia Mine Bat Cave,https://www.geocaching.com/geocache/GC374M6_gateway-to-the-hibernia-mine-bat-cave,N 40° 56.674,W 074° 29.572,United States,New Jersey,Morris County (NJ),170,7,,,
GC38T6C,Beach Glen Mine,https://www.geocaching.com/geocache/GC38T6C_beach-glen-mine,N 40° 56.016,W 074° 29.102,United States,New Jersey,Morris County (NJ),54,3,,,
GC3AM41,I'll Have Mine OTR,https://www.geocaching.com/geocache/GC3AM41_ill-have-mine-otr,N 40° 58.266,W 074° 16.838,United States,New Jersey,Passaic County (NJ),11,1,,,
GC3CWJD,"Mine, All Mine!",https://www.geocaching.com/geocache/GC3CWJD_mine-all-mine,N 40° 40.450,W 074° 59.165,United States,New Jersey,Hunterdon County (NJ),17,1,,,
GC3G9RN,Cogswell Mine,https://www.geocaching.com/geocache/GC3G9RN_cogswell-mine,N 40° 57.895,W 074° 30.200,United States,New Jersey,Morris County (NJ),19,1,,,
GC3HX99,Cobb Mine,https://www.geocaching.com/geocache/GC3HX99_cobb-mine,N 40° 58.071,W 074° 26.239,United States,New Jersey,Morris County (NJ),21,1,,,
GC3J4DC,Cocktail Cache: Make Mine a Hurricane!,https://www.geocaching.com/geocache/GC3J4DC_cocktail-cache-make-mine-a-hurricane,N 40° 47.918,W 074° 21.498,United States,New Jersey,Essex County (NJ),86,4,,,
GC3XACW,Mine that Nickel,https://www.geocaching.com/geocache/GC3XACW_mine-that-nickel,N 41° 05.505,W 074° 12.133,United States,New Jersey,Bergen County (NJ),54,3,,,
GC3Y8PM,Cache in the Silver Mine,https://www.geocaching.com/geocache/GC3Y8PM_cache-in-the-silver-mine,N 41° 12.451,W 074° 46.463,United States,New Jersey,Sussex County (NJ),129,6,,,
GC49XWB,Laughing Lindseys at Edison Mine,https://www.geocaching.com/geocache/GC49XWB_laughing-lindseys-at-edison-mine,N 41° 03.583,W 074° 34.519,United States,New Jersey,Sussex County (NJ),25,1,,,
GC4PTYF,Griggstown Copper Mine,https://www.geocaching.com/geocache/GC4PTYF_griggstown-copper-mine,N 40° 25.793,W 074° 35.753,United States,New Jersey,Somerset County (NJ),126,6,,,
GC54YDG,Iron Pit Mine,https://www.geocaching.com/geocache/GC54YDG_iron-pit-mine,N 40° 44.508,W 074° 33.400,United States,New Jersey,Somerset County (NJ),78,4,,,
GC5CKAF,The Dickerson Mine,https://www.geocaching.com/geocache/GC5CKAF_the-dickerson-mine,N 40° 50.087,W 074° 35.274,United States,New Jersey,Morris County (NJ),109,5,,,
GC5YCH7,Gold Mine?,https://www.geocaching.com/geocache/GC5YCH7_gold-mine,N 40° 52.644,W 074° 43.186,United States,New Jersey,Morris County (NJ),42,2,,,
GC64ER8,A Mine Is A Terrible Thing To Waste,https://www.geocaching.com/geocache/GC64ER8_a-mine-is-a-terrible-thing-to-waste,N 41° 05.115,W 074° 36.231,United States,New Jersey,Sussex County (NJ),130,6,,,
GC674N6,"Hangover's Gone, the Souvenir is Mine Event",https://www.geocaching.com/geocache/GC674N6_hangovers-gone-the-souvenir-is-mine-event,N 41° 11.539,W 074° 29.859,United States,New Jersey,Sussex County (NJ),18,1,,,
GC6KY4F,TSS-28: Old Mine Road,https://www.geocaching.com/geocache/GC6KY4F_tss28-old-mine-road,N 41° 21.042,W 074° 41.906,United States,New Jersey,Sussex County (NJ),100,4,,,
GC6NRY6,Sussex Mine Railroad PR#5,https://www.geocaching.com/geocache/GC6NRY6_sussex-mine-railroad-pr5,N 40° 55.955,W 074° 44.262,United States,New Jersey,Sussex County (NJ),207,9,,,
GC6P49Z,The Ogden Mine Railroad,https://www.geocaching.com/geocache/GC6P49Z_the-ogden-mine-railroad,N 40° 56.277,W 074° 44.348,United States,New Jersey,Sussex County (NJ),141,6,,,
GC7YM4J,Whats your favorite type of music? One of mine is:,https://www.geocaching.com/geocache/GC7YM4J_whats-your-favorite-type-of-music-one-of-mine-is,N 40° 37.232,W 074° 44.760,United States,New Jersey,Hunterdon County (NJ),18,1,,,
GCQDM4,The Cave At Buttermilk Falls,https://www.geocaching.com/geocache/GCQDM4_the-cave-at-buttermilk-falls,N 41° 08.184,W 074° 53.325,United States,New Jersey,Sussex County (NJ),285,12,,,
GCW0XE,Bear Cave Cache,https://www.geocaching.com/geocache/GCW0XE_bear-cave-cache,N 40° 53.831,W 074° 48.190,United States,New Jersey,Warren County (NJ),212,9,,,
GC14PKR,Rattlesnake Cave,https://www.geocaching.com/geocache/GC14PKR_rattlesnake-cave,N 41° 03.535,W 074° 14.208,United States,New Jersey,Bergen County (NJ),141,6,,,
GC1BPAG,Sky Top Cave,https://www.geocaching.com/geocache/GC1BPAG_sky-top-cave,N 40° 40.297,W 074° 23.549,United States,New Jersey,Union County (NJ),253,11,,,
GC1C1PZ,Don't Get Stumped!,https://www.geocaching.com/geocache/GC1C1PZ_dont-get-stumped,N 40° 47.692,W 074° 02.634,United States,New Jersey,Hudson County (NJ),260,11,,,
GC1C1QZ,WHY?! (Did I hide a micro),https://www.geocaching.com/geocache/GC1C1QZ_why-did-i-hide-a-micro,N 40° 47.586,W 074° 02.756,United States,New Jersey,Hudson County (NJ),218,9,,,
GC1DADC,JD02 - Hunt for the Jersey Devil - Small Cave,https://www.geocaching.com/geocache/GC1DADC_jd02-hunt-for-the-jersey-devil-small-cave,N 39° 19.907,W 074° 51.203,United States,New Jersey,Atlantic County (NJ),163,7,,,
GC1VJBX,CAVE DWELLER,https://www.geocaching.com/geocache/GC1VJBX_cave-dweller,N 40° 57.744,W 075° 01.374,United States,New Jersey,Warren County (NJ),75,3,,,
GC1VP30,Crazy Cave Jump Cache,https://www.geocaching.com/geocache/GC1VP30_crazy-cave-jump-cache,N 40° 55.571,W 074° 53.694,United States,New Jersey,Warren County (NJ),5,1,,,
GC1W2ZT,The Cave,https://www.geocaching.com/geocache/GC1W2ZT_the-cave,N 41° 02.127,W 074° 51.411,United States,New Jersey,Sussex County (NJ),126,6,,,
GC1X39Z,Crazy Cave Jump Cache,https://www.geocaching.com/geocache/GC1X39Z_crazy-cave-jump-cache,N 40° 55.503,W 074° 53.687,United States,New Jersey,Warren County (NJ),10,1,,,
GC2X8XG,Ice Cave,https://www.geocaching.com/geocache/GC2X8XG_ice-cave,N 40° 42.885,W 075° 11.289,United States,New Jersey,Warren County (NJ),57,3,,,
GC374M6,Gateway to The Hibernia Mine Bat Cave,https://www.geocaching.com/geocache/GC374M6_gateway-to-the-hibernia-mine-bat-cave,N 40° 56.674,W 074° 29.572,United States,New Jersey,Morris County (NJ),170,7,,,
GC41MK6,The little Cave,https://www.geocaching.com/geocache/GC41MK6_the-little-cave,N 41° 02.561,W 074° 32.930,United States,New Jersey,Morris County (NJ),111,5,,,
GC47H81,Cave of the cresent moon,https://www.geocaching.com/geocache/GC47H81_cave-of-the-cresent-moon,N 40° 57.529,W 074° 34.242,United States,New Jersey,Morris County (NJ),37,2,,,
GC4Q6V4,The Bat Cave,https://www.geocaching.com/geocache/GC4Q6V4_the-bat-cave,N 40° 31.177,W 074° 26.290,United States,New Jersey,Middlesex County (NJ),6,1,,,
GC5PVKD,Cave Crickets,https://www.geocaching.com/geocache/GC5PVKD_cave-crickets,N 41° 04.822,W 074° 15.682,United States,New Jersey,Passaic County (NJ),12,1,,,
GC6PJE9,Not a Raccoon Cave,https://www.geocaching.com/geocache/GC6PJE9_not-a-raccoon-cave,N 40° 56.155,W 074° 41.955,United States,New Jersey,Sussex County (NJ),36,2,,,
GC7CFQ5,Cave of the Little bear,https://www.geocaching.com/geocache/GC7CFQ5_cave-of-the-little-bear,N 40° 58.884,W 074° 36.138,United States,New Jersey,Morris County (NJ),41,2,,,
GC7CTZX,Coyote Cave,https://www.geocaching.com/geocache/GC7CTZX_coyote-cave,N 40° 59.202,W 074° 36.010,United States,New Jersey,Morris County (NJ),19,1,,,
GC7DTZN,The little Cave,https://www.geocaching.com/geocache/GC7DTZN_the-little-cave,N 40° 56.164,W 074° 43.570,United States,New Jersey,Sussex County (NJ),80,4,,,
GC89J49,Sybil’s Cave,https://www.geocaching.com/geocache/GC89J49_sybils-cave,N 40° 44.714,W 074° 01.377,United States,New Jersey,Hudson County (NJ),4,1,,,
GC3B6E,Bone Cave,https://www.geocaching.com/geocache/GC3B6E_bone-cave,N 39° 41.481,W 078° 47.284,United States,Maryland,Allegany County (MD),2,1,,,
GCK8W3,Bone Cave 2,https://www.geocaching.com/geocache/GCK8W3_bone-cave-2,N 39° 41.480,W 078° 47.299,United States,Maryland,Allegany County (MD),38,2,,,
GCMC2E,Cave Mans Home,https://www.geocaching.com/geocache/GCMC2E_cave-mans-home,N 39° 28.814,W 077° 21.744,United States,Maryland,Frederick County (MD),229,10,,,
GCY4X8,In the Face of Nature,https://www.geocaching.com/geocache/GCY4X8_in-the-face-of-nature,N 39° 08.616,W 076° 49.946,United States,Maryland,Howard County (MD),117,5,,,
GC1G9BW,Bone Cave Cache,https://www.geocaching.com/geocache/GC1G9BW_bone-cave-cache,N 39° 41.472,W 078° 47.301,United States,Maryland,Allegany County (MD),77,4,,,
GC1T4CJ,Panther Cave,https://www.geocaching.com/geocache/GC1T4CJ_panther-cave,N 39° 36.284,W 076° 38.643,United States,Maryland,Baltimore County (MD),67,3,,,
GC2FNPC,Leprechaun's Cave,https://www.geocaching.com/geocache/GC2FNPC_leprechauns-cave,N 39° 27.625,W 077° 29.463,United States,Maryland,Frederick County (MD),171,7,,,
GC2JJZV,Bernie's Cave,https://www.geocaching.com/geocache/GC2JJZV_bernies-cave,N 39° 06.492,W 077° 06.500,United States,Maryland,Montgomery County (MD),92,4,,,
GC4Q3PM,America the Beautiful-#7 Mammoth Cave Nat. Park,https://www.geocaching.com/geocache/GC4Q3PM_america-the-beautiful7-mammoth-cave-nat-park,N 39° 36.289,W 076° 39.717,United States,Maryland,Baltimore County (MD),87,4,,,
GC74XM0,A Little Cave for a Little ManGoose,https://www.geocaching.com/geocache/GC74XM0_a-little-cave-for-a-little-mangoose,N 39° 29.939,W 076° 37.325,United States,Maryland,Baltimore County (MD),9,1,,,
GC6E0B,Choate Mine,https://www.geocaching.com/geocache/GC6E0B_choate-mine,N 39° 24.758,W 076° 50.044,United States,Maryland,Baltimore County (MD),18,1,,,
GC6E0D,Pit Mine,https://www.geocaching.com/geocache/GC6E0D_pit-mine,N 39° 25.018,W 076° 49.902,United States,Maryland,Baltimore County (MD),17,1,,,
GCBCB2,King Solomon's Mine,https://www.geocaching.com/geocache/GCBCB2_king-solomons-mine,N 38° 19.801,W 076° 28.071,United States,Maryland,Calvert County (MD),114,5,,,
GCYQWK,The Thin Mint Mine,https://www.geocaching.com/geocache/GCYQWK_the-thin-mint-mine,N 39° 06.595,W 077° 05.565,United States,Maryland,Montgomery County (MD),228,10,,,
GC105T5,Lil Crag-O-Mine,https://www.geocaching.com/geocache/GC105T5_lil-cragomine,N 39° 11.531,W 077° 17.262,United States,Maryland,Montgomery County (MD),15,1,,,
GC1FT0A,Half way between here and there,https://www.geocaching.com/geocache/GC1FT0A_half-way-between-here-and-there,N 39° 20.152,W 076° 29.317,United States,Maryland,Baltimore County (MD),101,5,,,
GC24J9Y,CAM 2010 - Deep Creek Lake Brant Mine,https://www.geocaching.com/geocache/GC24J9Y_cam-2010-deep-creek-lake-brant-mine,N 39° 31.303,W 079° 18.740,United States,Maryland,Garrett County (MD),412,17,,,
GC2PMJJ,Troy Pine Mine,https://www.geocaching.com/geocache/GC2PMJJ_troy-pine-mine,N 39° 11.927,W 076° 45.134,United States,Maryland,Howard County (MD),53,3,,,
GC52J2T,When you go your way and I go mine,https://www.geocaching.com/geocache/GC52J2T_when-you-go-your-way-and-i-go-mine,N 39° 21.183,W 076° 43.564,United States,Maryland,Baltimore County (MD),23,1,,,
GC7GF97,What's Your Sign? Mine is Briggs Chaney.,https://www.geocaching.com/geocache/GC7GF97_whats-your-sign-mine-is-briggs-chaney,N 39° 06.573,W 076° 59.833,United States,Maryland,Montgomery County (MD),26,2,,,
GCRA30,Albertson Cave,https://www.geocaching.com/geocache/GCRA30_albertson-cave,N 39° 44.541,W 075° 37.891,United States,Delaware,New Castle County (DE),58,3,,,
GCY01P,Winnie Pooh Cave,https://www.geocaching.com/geocache/GCY01P_winnie-pooh-cave,N 39° 44.726,W 075° 38.276,United States,Delaware,New Castle County (DE),44,2,,,
GC670,Lil' Swamp Cave,https://www.geocaching.com/geocache/GC670_lil-swamp-cave,N 41° 33.646,W 083° 24.930,United States,Ohio,Wood County (OH),4,1,,,
GC682,Forest Cave,https://www.geocaching.com/geocache/GC682_forest-cave,N 41° 36.798,W 083° 25.863,United States,Ohio,Wood County (OH),3,1,,,
GC3561,The big concrete hill,https://www.geocaching.com/geocache/GC3561_the-big-concrete-hill,N 40° 09.203,W 083° 07.602,United States,Ohio,Delaware County (OH),43,2,,,
GC5ED6,Hosak's Cave,https://www.geocaching.com/geocache/GC5ED6_hosaks-cave,N 40° 08.158,W 081° 29.576,United States,Ohio,Guernsey County (OH),152,7,,,
GCKRX4,Mary Campbell cave,https://www.geocaching.com/geocache/GCKRX4_mary-campbell-cave,N 41° 07.443,W 081° 29.837,United States,Ohio,Summit County (OH),586,24,,,
GCNE8D,Captain Cave Man,https://www.geocaching.com/geocache/GCNE8D_captain-cave-man,N 41° 42.727,W 083° 42.036,United States,Ohio,Lucas County (OH),22,1,,,
GCNGR8,the back trail loaners cave,https://www.geocaching.com/geocache/GCNGR8_the-back-trail-loaners-cave,N 39° 35.359,W 082° 36.678,United States,Ohio,Hocking County (OH),1,1,,,
GCRWHQ,Salem Cave Cemetery,https://www.geocaching.com/geocache/GCRWHQ_salem-cave-cemetery,N 38° 59.527,W 082° 51.563,United States,Ohio,Pike County (OH),25,1,,,
GCTGZZ,Cave of a Thousand Voices,https://www.geocaching.com/geocache/GCTGZZ_cave-of-a-thousand-voices,N 39° 26.581,W 082° 14.967,United States,Ohio,Athens County (OH),61,3,,,
GCTNM4,Shep Tinkers' Cave,https://www.geocaching.com/geocache/GCTNM4_shep-tinkers-cave,N 39° 32.730,W 082° 13.580,United States,Ohio,Hocking County (OH),20,1,,,
GCVXYH,WHERE CAVE MEN LIVE... NOT!,https://www.geocaching.com/geocache/GCVXYH_where-cave-men-live-not,N 41° 04.521,W 080° 41.322,United States,Ohio,Mahoning County (OH),165,7,,,
GCYGYR,Hey Arnold - The Cave,https://www.geocaching.com/geocache/GCYGYR_hey-arnold-the-cave,N 39° 33.831,W 082° 18.034,United States,Ohio,Hocking County (OH),58,3,,,
GCYRM0,Hanging Rock - The Cave,https://www.geocaching.com/geocache/GCYRM0_hanging-rock-the-cave,N 39° 29.626,W 082° 18.993,United States,Ohio,Hocking County (OH),21,1,,,
GCZ2Z7,The Cave of Caerbannog – Holy Grail Series,https://www.geocaching.com/geocache/GCZ2Z7_the-cave-of-caerbannog-holy-grail-series,N 39° 19.876,W 084° 15.152,United States,Ohio,Warren County (OH),193,8,,,
GC11NM0,So Easy Even A Cave Man Could Do It!!,https://www.geocaching.com/geocache/GC11NM0_so-easy-even-a-cave-man-could-do-it,N 39° 32.836,W 082° 15.598,United States,Ohio,Hocking County (OH),51,3,,,
GC155XB,Shannons cave,https://www.geocaching.com/geocache/GC155XB_shannons-cave,N 39° 59.119,W 081° 14.090,United States,Ohio,Guernsey County (OH),16,1,,,
GC15P0N,Deer Lick Cave,https://www.geocaching.com/geocache/GC15P0N_deer-lick-cave,N 41° 18.315,W 081° 36.585,United States,Ohio,Cuyahoga County (OH),355,15,,,
GC15Q4B,The Ice Pick Man's Cave Cache,https://www.geocaching.com/geocache/GC15Q4B_the-ice-pick-mans-cave-cache,N 39° 42.300,W 084° 11.600,United States,Ohio,Montgomery County (OH),45,2,,,
GC16JPJ,Ash Cave Hocking Hills State Park,https://www.geocaching.com/geocache/GC16JPJ_ash-cave-hocking-hills-state-park,N 39° 23.772,W 082° 32.750,United States,Ohio,Hocking County (OH),621,25,,,
GC16KKC,Old Man's Cave - Hocking State Park,https://www.geocaching.com/geocache/GC16KKC_old-mans-cave-hocking-state-park,N 39° 26.079,W 082° 32.488,United States,Ohio,Hocking County (OH),819,33,,,
GC185AD,BeachCliff Cave,https://www.geocaching.com/geocache/GC185AD_beachcliff-cave,N 41° 28.941,W 081° 50.278,United States,Ohio,Cuyahoga County (OH),125,5,,,
GC1G3RY,Tinker's Cave,https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave,N 39° 32.701,W 082° 13.638,United States,Ohio,Hocking County (OH),64,3,,,
GC1G7HQ,Big Branch Cave,https://www.geocaching.com/geocache/GC1G7HQ_big-branch-cave,N 38° 27.582,W 082° 29.089,United States,Ohio,Lawrence County (OH),10,1,,,
GC1GR5A,Big Branch 2 (The Cave),https://www.geocaching.com/geocache/GC1GR5A_big-branch-2-the-cave,N 38° 27.230,W 082° 28.285,United States,Ohio,Lawrence County (OH),10,1,,,
GC1HE9B,The Cave,https://www.geocaching.com/geocache/GC1HE9B_the-cave,N 40° 25.959,W 082° 09.119,United States,Ohio,Coshocton County (OH),7,1,,,
GC1KGXB,The Stillwell Haunted Cave,https://www.geocaching.com/geocache/GC1KGXB_the-stillwell-haunted-cave,N 40° 07.389,W 081° 56.761,United States,Ohio,Muskingum County (OH),33,2,,,
GC1M191,Ice Box Cave Entrance at Ritchie Ledges,https://www.geocaching.com/geocache/GC1M191_ice-box-cave-entrance-at-ritchie-ledges,N 41° 13.691,W 081° 30.584,United States,Ohio,Summit County (OH),112,5,,,
GC1NVXV,"""Rock wood"" Cave Trolls",https://www.geocaching.com/geocache/GC1NVXV_rock-wood-cave-trolls,N 41° 23.670,W 081° 39.447,United States,Ohio,Cuyahoga County (OH),96,4,,,
GC1QB60,Robinson's Cave,https://www.geocaching.com/geocache/GC1QB60_robinsons-cave,N 39° 34.617,W 082° 14.367,United States,Ohio,Perry County (OH),102,5,,,
GC1QMNM,Perry's Cave,https://www.geocaching.com/geocache/GC1QMNM_perrys-cave,N 41° 38.845,W 082° 49.746,United States,Ohio,Ottawa County (OH),335,14,,,
GC1WCXT,Joke Day in Fraggle Cave,https://www.geocaching.com/geocache/GC1WCXT_joke-day-in-fraggle-cave,N 41° 24.715,W 081° 40.090,United States,Ohio,Cuyahoga County (OH),162,7,,,
GC1ZDK3,Cache Cave,https://www.geocaching.com/geocache/GC1ZDK3_cache-cave,N 40° 22.420,W 080° 37.602,United States,Ohio,Jefferson County (OH),81,4,,,
GC284MZ,A Walk in The Park at Ash Cave,https://www.geocaching.com/geocache/GC284MZ_a-walk-in-the-park-at-ash-cave,N 39° 23.929,W 082° 32.696,United States,Ohio,Hocking County (OH),127,6,,,
GC2BAH7,North Country Trail Series - The Cave,https://www.geocaching.com/geocache/GC2BAH7_north-country-trail-series-the-cave,N 40° 33.338,W 084° 23.488,United States,Ohio,Auglaize County (OH),66,3,,,
